Unnamed: 0,university,career,inscription_date,first_name,last_name,gender,age,postal_code,location,email
41,universidad nacional de río cuarto,licenciatura en artes,2019-11-20,jennifer,moss,female,45,6013,baigorrita,drewhunter@gmail.com
49,universidad nacional de río cuarto,licenciatura en sociología ,2024-12-20,jamie,jackson,female,32,2527,colonia san francisco,castrosamuel@yahoo.com
54,universidad nacional de río cuarto,licenciatura en ciencias de la educación ,2020-10-20,james,andersen,male,25,6437,alamos,rachelcobb@yahoo.com
59,universidad nacional de río cuarto,licenciatura en ciencias biológicas,2013-12-20,clinton,jimenez,male,26,4603,catamontaña,ryan68@hotmail.com
62,universidad nacional de río cuarto,medicina,2021-09-20,alicia,martin,female,27,4115,agua azul,bwheeler@gmail.com
67,universidad nacional de río cuarto,licenciatura en gestión de agroalimentos,2005-09-20,ryan,jenkins,male,31,8363,colonia josefa,nathan34@yahoo.com
71,universidad nacional de río cuarto,contador público ,2015-10-20,travis,lawson,male,33,5873,isla,vanessasanchez@yahoo.com
74,universidad nacional de río cuarto,licenciatura en producción de bioimagenes,2025-12-20,susan,singleton,female,33,6077,encina,amanda37@gmail.com
77,universidad nacional de río cuarto,licenciatura en relaciones del trabajo ,2019-12-20,william,daniel,male,50,3363,25 de mayo,alejandromccall@yahoo.com
79,universidad nacional de río cuarto,licenciatura en planificación y diseño del paisaje,2005-11-20,james,reynolds,male,40,7161,labarden,laurieyoung@hotmail.com
83,universidad nacional de río cuarto,diseño de imagen y sonido,2020-11-20,mary,hernandez,female,35,3572,campo garabato,gsalas@hotmail.com
88,universidad nacional de río cuarto,diseño de imagen y sonido,2029-11-20,danielle,ramos,female,47,9009,cañadon lagarto,michaelgardner@gmail.com
90,universidad nacional de río cuarto,agronomía,2012-11-20,daniel,jones,male,26,8503,chocori,rodriguezcorey@yahoo.com
91,universidad nacional de río cuarto,ciencias veterinarias,2006-09-20,rebecca,reilly,female,39,2441,crispi,zvillegas@gmail.com
95,universidad nacional de río cuarto,licenciatura en sociología ,2015-01-21,crystal,cameron,female,36,3032,nelson,leejames@gmail.com
99,universidad nacional de río cuarto,contador público ,2014-12-20,jeremy,sweeney,male,53,4119,agua colorada,ngibbs@gmail.com
100,universidad nacional de río cuarto,licenciatura en ciencias de la computación,2006-09-20,joseph,phillips,male,19,4713,ocho vados,josephbanks@gmail.com
102,universidad nacional de río cuarto,licenciatura en ciencias geológicas,2021-12-20,amanda,lawson,female,21,3445,9 de julio,jeffrey85@yahoo.com
103,universidad nacional de río cuarto,diseño de imagen y sonido,2023-09-20,andrew,webster,male,28,3134,antonio tomas sud,vwalker@yahoo.com
112,universidad nacional de río cuarto,licenciatura en sociología ,2022-10-20,brittney,parks,female,25,1633,empalme,william86@yahoo.com
113,universidad nacional de río cuarto,diseño de imagen y sonido,2021-09-20,laura,bruce,female,48,3061,antonio pini,brittneymurphy@gmail.com
116,universidad nacional de río cuarto,agronomía,2026-11-20,jose,lopez,male,25,4157,arroyo mal paso,cartercarolyn@gmail.com
117,universidad nacional de río cuarto,licenciatura en producción de bioimagenes,2018-10-20,jose,jordan,male,28,1663,muñiz,lcampbell@gmail.com
120,universidad nacional de río cuarto,ingeniería mecánica,2023-01-21,sharon,hernandez,female,21,3454,bañado san antonio,jonescatherine@hotmail.com
122,universidad nacional de río cuarto,diseño de imagen y sonido,2016-10-20,anna,le,female,44,3524,el campamento,christinapalmer@yahoo.com
123,universidad nacional de río cuarto,contador público ,2030-09-20,jessica,dyer,female,49,8214,colonia cazaux,alexandra15@hotmail.com
124,universidad nacional de río cuarto,agronomía,2005-09-20,aaron,strong,male,42,5503,paso de los andes,briansanders@gmail.com
125,universidad nacional de río cuarto,licenciatura en relaciones del trabajo ,2025-09-20,jennifer,sanders,female,21,2717,acevedo,erin58@yahoo.com
135,universidad nacional de río cuarto,ciencias veterinarias,2009-12-20,adam,jacobs,male,40,1611,don torcuato,josephhess@gmail.com
136,universidad nacional de río cuarto,ciencias veterinarias,2022-10-20,brandi,wood,female,51,6533,alfredo demarchi,christopher82@gmail.com
138,universidad nacional de río cuarto,licenciatura en kinesiología y fisiatría,2029-10-20,jonathan,hayes,male,36,4500,alto del saladillo,tnelson@yahoo.com
141,universidad nacional de río cuarto,ingeniería electrónica,2030-09-20,john,taylor,male,18,6703,alastuey,carolyn02@hotmail.com
142,universidad nacional de río cuarto,licenciatura en sociología ,2007-10-20,francisco,bishop,male,46,3708,concepcion del bermejo,lallen@hotmail.com
144,universidad nacional de río cuarto,técnico para bioterios ,2020-10-20,marcus,kidd,male,33,3580,kilometro 408,stephenkelley@gmail.com
156,universidad nacional de río cuarto,licenciatura en ciencias antropológicas,2014-01-21,edwin,sparks,male,42,1881,san francisco solano,wilsonmichelle@hotmail.com
158,universidad nacional de río cuarto,licenciatura en kinesiología y fisiatría,2022-10-20,catherine,watson,female,25,5384,punta de los llanos,pbenson@yahoo.com
159,universidad nacional de río cuarto,ingeniería en informática,2011-10-20,nathaniel,coleman,male,39,5304,el tala,shill@gmail.com
163,universidad nacional de río cuarto,licenciatura en relaciones del trabajo ,2016-01-21,amy,gaines,female,33,6439,bonifacio,ehansen@hotmail.com
164,universidad nacional de río cuarto,licenciatura en ciencias de la educación ,2008-09-20,rebecca,frederick,female,31,5465,baños pismanta,ritaanderson@yahoo.com
170,universidad nacional de río cuarto,medicina,2005-11-20,valerie,henry,female,30,8349,aguas de las mulas,juanmora@yahoo.com
173,universidad nacional de río cuarto,licenciatura en kinesiología y fisiatría,2006-12-20,jeffrey,vasquez,male,24,4500,alto del saladillo,benjaminbullock@hotmail.com
174,universidad nacional de río cuarto,licenciatura en musicoterapia,2023-01-21,bryan,johnson,male,38,3014,angel gallardo,robertgomez@yahoo.com
176,universidad nacional de río cuarto,técnico para bioterios ,2010-12-20,elizabeth,wong,female,26,6205,el guanaco,timothy50@gmail.com
183,universidad nacional de río cuarto,agronomía,2002-01-21,robin,olson,female,47,1907,el pino,amanda83@yahoo.com
184,universidad nacional de río cuarto,ingeniería mecánica,2025-09-20,martha,ferguson,female,41,8170,abra de hinojo,davidwebster@hotmail.com
185,universidad nacional de río cuarto,licenciatura en ciencias biológicas,2024-12-20,april,martin,female,26,3433,carrizal norte,carolynsweeney@yahoo.com
188,universidad nacional de río cuarto,licenciatura en administración ,2017-01-21,brett,dominguez,male,34,2741,el retiro,cgutierrez@gmail.com
190,universidad nacional de río cuarto,licenciatura en musicoterapia,2015-11-20,scott,weaver,male,41,5351,banda florida,kathysmith@hotmail.com
195,universidad nacional de río cuarto,contador público ,2003-10-20,angie,hoffman,female,37,3112,colonia loma negra,zdavis@hotmail.com
198,universidad nacional de río cuarto,bioquímica,2031-12-20,john,charles,male,40,3232,cabred,jasonbarber@gmail.com
203,universidad nacional de río cuarto,licenciatura en kinesiología y fisiatría,2030-12-20,taylor,shepard,female,31,3338,17 de agosto,jennifer33@gmail.com
204,universidad nacional de río cuarto,licenciatura en ciencias de la computación,2010-11-20,heidi,pope,female,49,1716,libertad,valerie14@yahoo.com
206,universidad nacional de río cuarto,licenciatura en ciencia política ,2015-11-20,daniel,hunt,male,22,7208,coronel boerr,riosrichard@yahoo.com
208,universidad nacional de río cuarto,licenciatura en ciencia y tecnología de alimentos,2006-12-20,terry,harris,male,29,5711,angelita,elizabethroberts@gmail.com
210,universidad nacional de río cuarto,licenciatura en ciencias ambientales,2030-12-20,melanie,kennedy,female,52,9311,cañadon leon,zwilliams@gmail.com
213,universidad nacional de río cuarto,ingeniería en informática,2024-09-20,james,hughes,male,50,3363,25 de mayo,istephenson@yahoo.com
227,universidad nacional de río cuarto,licenciatura en ciencias de la educación ,2017-12-20,sharon,reyes,female,21,3138,alcaraz 2do,tylercrawford@gmail.com
233,universidad nacional de río cuarto,ciencias veterinarias,2004-11-20,troy,foley,male,34,1842,el jaguel,walkerjason@hotmail.com
240,universidad nacional de río cuarto,licenciatura en ciencias de la educación ,2002-01-21,jennifer,johnson,female,30,2821,arroyo del cura,adamgolden@yahoo.com
242,universidad nacional de río cuarto,ciencias veterinarias,2005-01-21,linda,smith,female,22,2520,la california,cheryljefferson@gmail.com
244,universidad nacional de río cuarto,bioquímica,2019-09-20,kara,reyes,female,24,7160,la union,pbooker@hotmail.com
249,universidad nacional de río cuarto,ciencias veterinarias,2015-12-20,heather,walsh,female,27,3334,3 de mayo,michael52@yahoo.com
253,universidad nacional de río cuarto,bioquímica,2030-12-20,brianna,burke,female,30,2258,campo quiñones,davidmatthews@gmail.com
254,universidad nacional de río cuarto,licenciatura en terapia ocupacional,2006-11-20,janice,shelton,female,46,7500,el carretero,kjimenez@hotmail.com
255,universidad nacional de río cuarto,agronomía,2013-12-20,mrs.,dawn casey,female,44,3153,kilmetro 165,amy30@hotmail.com
260,universidad nacional de río cuarto,licenciatura en ciencias geológicas,2014-09-20,dr.,scott harris,male,23,3230,arbol solo,robertahenderson@hotmail.com
261,universidad nacional de río cuarto,licenciatura en psicología,2030-11-20,lauren,yang,female,19,3328,colonia japonesa,josephyoung@hotmail.com
263,universidad nacional de río cuarto,técnico para bioterios ,2022-01-21,andrew,tucker,male,41,3265,arroyo caraballo,peter00@hotmail.com
264,universidad nacional de río cuarto,licenciatura en ciencia y tecnología de alimentos,2013-12-20,evan,wallace,male,41,7607,balneario atlantida,carlwilliams@gmail.com
266,universidad nacional de río cuarto,agronomía,2029-12-20,jennifer,gomez,female,23,3158,20 de septiembre,samanthabrown@hotmail.com
269,universidad nacional de río cuarto,contador público ,2016-01-21,jennifer,smith,female,38,5365,el jumeal,stacy34@hotmail.com
273,universidad nacional de río cuarto,licenciatura en administración ,2031-10-20,michelle,robinson,female,19,3052,cañadita,erin64@gmail.com
274,universidad nacional de río cuarto,diseño de imagen y sonido,2004-12-20,teresa,carpenter,female,38,9120,bahia cracher,susanyoder@gmail.com
278,universidad nacional de río cuarto,licenciatura en terapia ocupacional,2002-09-20,david,brooks,male,28,8160,fortin chaco,qgordon@gmail.com
283,universidad nacional de río cuarto,licenciatura en ciencias geológicas,2017-12-20,jessica,williams,female,40,6315,colonia baron,timothyhart@hotmail.com
291,universidad nacional de río cuarto,contador público ,2018-01-21,amy,robinson,female,37,8000,adela corti,kelly19@yahoo.com
292,universidad nacional de río cuarto,licenciatura en planificación y diseño del paisaje,2021-10-20,brittany,coleman,female,40,6533,alfredo demarchi,brettanderson@hotmail.com
299,universidad nacional de río cuarto,farmacia,2013-11-20,catherine,moore,female,26,3009,el tropezon,courtneywilliams@gmail.com
300,universidad nacional de río cuarto,arquitectura,2026-10-20,amy,brady,female,41,3076,huanqueros,yjones@gmail.com
311,universidad nacional de río cuarto,técnico para bioterios ,2021-01-21,alison,young,female,25,4740,agua salada,amber27@hotmail.com
316,universidad nacional de río cuarto,licenciatura en producción de bioimagenes,2030-11-20,johnny,crawford,male,29,3732,colonia abate,frazierroger@yahoo.com
318,universidad nacional de río cuarto,actuario ,2008-12-20,kimberly,gomez,female,52,1664,trujui,ronald86@gmail.com
320,universidad nacional de río cuarto,actuario ,2024-09-20,blake,glass,male,23,2935,algarrobo,andrew33@yahoo.com
329,universidad nacional de río cuarto,ingeniería en informática,2011-01-21,pamela,chen,female,40,2533,los cardos,lauriebrown@hotmail.com
330,universidad nacional de río cuarto,licenciatura en ciencias de la computación,2002-10-20,alison,brooks,female,25,9217,cholila,nicholasweiss@hotmail.com
333,universidad nacional de río cuarto,licenciatura en ciencia política ,2004-01-21,lindsey,smith,female,18,4719,balcosna,cnguyen@hotmail.com
334,universidad nacional de río cuarto,ciencias veterinarias,2009-01-21,james,king,male,42,6703,alastuey,ctanner@yahoo.com
335,universidad nacional de río cuarto,actuario ,2029-12-20,heidi,pearson,female,43,2824,britos,iwright@yahoo.com
337,universidad nacional de río cuarto,licenciatura en administración ,2015-11-20,rebecca,mcneil,female,49,2324,colonia tacurales,mallory90@gmail.com
340,universidad nacional de río cuarto,licenciatura en ciencias geológicas,2009-11-20,lacey,richardson,female,48,4141,fuerte quemado,gward@yahoo.com
342,universidad nacional de río cuarto,ingeniería en informática,2004-09-20,catherine,vasquez,female,46,1702,ciudadela,jane59@gmail.com
343,universidad nacional de río cuarto,licenciatura en terapia ocupacional,2031-01-21,brandy,thompson,female,48,9030,rio mayo,markjones@gmail.com
346,universidad nacional de río cuarto,licenciatura en relaciones del trabajo ,2028-01-21,christina,mitchell,female,25,8328,allen,curtisjessica@yahoo.com
349,universidad nacional de río cuarto,ingeniería en informática,2008-01-21,tamara,holland,female,18,3481,angostura,gomezjessica@yahoo.com
350,universidad nacional de río cuarto,contador público ,2026-01-21,michael,hopkins,male,42,7533,quiñihual estacion,brownkimberly@hotmail.com
351,universidad nacional de río cuarto,licenciatura en gestión de agroalimentos,2010-01-21,christina,williams,female,23,8146,el rincon,kelly96@gmail.com
357,universidad nacional de río cuarto,bioquímica,2015-12-20,todd,simmons,male,37,3567,dest aeronautico milit reconqu,anthonycook@yahoo.com
358,universidad nacional de río cuarto,técnico para bioterios ,2027-09-20,nancy,martinez,female,47,1706,haedo,samanthahughes@hotmail.com
361,universidad nacional de río cuarto,licenciatura en musicoterapia,2025-09-20,christopher,williams,male,30,4753,corralito,donna12@yahoo.com
362,universidad nacional de río cuarto,ciencias veterinarias,2007-10-20,julie,patrick,female,29,5429,el abanico,juanthomas@yahoo.com
364,universidad nacional de río cuarto,licenciatura en ciencias ambientales,2016-12-20,jacob,taylor,male,31,5636,favelli,imalone@yahoo.com
365,universidad nacional de río cuarto,diseño industrial,2012-12-20,zachary,jackson,male,18,9009,cañadon lagarto,mendezcharles@hotmail.com
366,universidad nacional de río cuarto,actuario ,2012-11-20,kristin,bennett,female,51,2138,carcaraña,kimberlydecker@gmail.com
369,universidad nacional de río cuarto,ingeniería en informática,2016-12-20,kristen,rocha,female,23,8375,cañadon de los indios,cory16@yahoo.com
371,universidad nacional de río cuarto,actuario ,2022-09-20,john,mitchell,male,44,4718,barro negro,matthew24@hotmail.com
376,universidad nacional de río cuarto,diseño industrial,2003-10-20,thomas,smith,male,32,3016,san jose,gregory86@gmail.com
378,universidad nacional de río cuarto,licenciatura en terapia ocupacional,2006-12-20,mario,roberson,male,53,2631,cora,finleyrobert@yahoo.com
379,universidad nacional de río cuarto,técnico para bioterios ,2017-09-20,megan,perez,female,45,3200,colonia los sauces,davidwest@gmail.com
380,universidad nacional de río cuarto,licenciatura en psicología,2008-10-20,pamela,alvarez,female,46,8328,allen,wilsonandrew@gmail.com
382,universidad nacional de río cuarto,licenciatura en ciencia y tecnología de alimentos,2008-11-20,robert,campos,male,27,2202,cerana,dward@gmail.com
389,universidad nacional de río cuarto,licenciatura en ciencias geológicas,2023-11-20,erin,summers,female,33,4716,amadores,silvajon@gmail.com
393,universidad nacional de río cuarto,arquitectura,2023-09-20,tammy,gibson,female,51,8168,sierra de la ventana,andrew32@gmail.com
394,universidad nacional de río cuarto,licenciatura en gestión de agroalimentos,2020-10-20,alexander,kaiser,male,33,1651,san andres,tyler73@yahoo.com
396,universidad nacional de río cuarto,arquitectura,2028-11-20,melanie,french dds,female,21,8508,ambrosio p lezica,millerrobert@gmail.com
398,universidad nacional de río cuarto,ingeniería en informática,2010-12-20,sarah,perkins,female,18,1647,zona delta san fernando,alexanderbrian@yahoo.com
411,universidad nacional de río cuarto,licenciatura en musicoterapia,2019-11-20,jonathan,reyes,male,49,3114,aldea maria luisa,riddlenicholas@yahoo.com
413,universidad nacional de río cuarto,licenciatura en ciencia política ,2010-11-20,matthew,chung,male,50,9217,cholila,ymccann@gmail.com
416,universidad nacional de río cuarto,técnico para bioterios ,2014-01-21,taylor,franklin,male,43,6607,anasagasti,craigjessica@yahoo.com
419,universidad nacional de río cuarto,ingeniería electrónica,2004-09-20,matthew,hoffman,male,33,4144,amberes,flynnjoseph@yahoo.com
420,universidad nacional de río cuarto,licenciatura en administración ,2011-11-20,kristen,ray,female,37,4715,agua verde,matthewcooper@yahoo.com
425,universidad nacional de río cuarto,ingeniería mecánica,2024-12-20,anna,curtis,female,48,6277,buena esperanza,goodalex@gmail.com
427,universidad nacional de río cuarto,licenciatura en ciencias antropológicas,2023-09-20,ian,smith,male,37,3005,colonia california,wbaker@gmail.com
432,universidad nacional de río cuarto,licenciatura en musicoterapia,2019-01-21,joseph,stewart,male,44,1618,ricardo rojas,antoniowalker@gmail.com
433,universidad nacional de río cuarto,licenciatura en administración ,2017-01-21,russell,coleman,male,49,5470,abra verde,bpeterson@hotmail.com
434,universidad nacional de río cuarto,licenciatura en ciencias de la educación ,2009-12-20,fernando,goodman,male,39,2946,el espinillo,ijones@hotmail.com
437,universidad nacional de río cuarto,licenciatura en ciencias geológicas,2027-11-20,elizabeth,johnson,female,37,6078,bayauca,kramerbenjamin@yahoo.com
440,universidad nacional de río cuarto,licenciatura en relaciones del trabajo ,2026-12-20,adrienne,mckenzie,female,19,3524,el campamento,iliu@hotmail.com
443,universidad nacional de río cuarto,ingeniería en informática,2025-10-20,justin,estes,male,42,6034,colonia alberdi,davisdavid@hotmail.com
449,universidad nacional de río cuarto,licenciatura en ciencias de la educación ,2016-11-20,kristopher,cox,male,52,3515,capitan solari,lbradshaw@gmail.com
450,universidad nacional de río cuarto,licenciatura en ciencias de la computación,2021-01-21,david,lawson,male,53,9420,aserradero arroyo,allenbrandon@yahoo.com
453,universidad nacional de río cuarto,técnico para bioterios ,2007-01-21,cassandra,spencer,female,24,8300,las perlas,johnsonmelvin@yahoo.com
457,universidad nacional de río cuarto,licenciatura en ciencias de la computación,2017-12-20,erin,goodwin,female,37,4722,el duraznillo,lwatts@hotmail.com
463,universidad nacional de río cuarto,licenciatura en ciencia y tecnología de alimentos,2008-12-20,jessica,clarke,female,36,7507,el bombero,maria55@gmail.com
470,universidad nacional de río cuarto,licenciatura en artes,2002-01-21,lucas,gordon,male,18,7267,alvarez de toledo,robin46@yahoo.com
471,universidad nacional de río cuarto,licenciatura en ciencia política ,2031-12-20,brandon,little,male,20,7111,san bernardo del tuyu,taylor89@gmail.com
472,universidad nacional de río cuarto,ingeniería en informática,2008-12-20,alex,jacobson,male,42,4434,anta,nataliejones@hotmail.com
474,universidad nacional de río cuarto,diseño de imagen y sonido,2022-10-20,shawn,santiago,male,36,6748,membrillar,stephensjennifer@gmail.com
486,universidad nacional de río cuarto,licenciatura en administración ,2001-12-20,lori,hodges,female,37,6616,castilla,michellewilliams@hotmail.com
487,universidad nacional de río cuarto,bioquímica,2003-01-21,andrea,taylor,female,33,3287,aldea san gregorio,collinsandrea@hotmail.com
491,universidad nacional de río cuarto,licenciatura en ciencias antropológicas,2020-01-21,deborah,nguyen,female,30,5436,colonia zapata,donald94@hotmail.com
492,universidad nacional de río cuarto,licenciatura en planificación y diseño del paisaje,2016-01-21,joshua,adams,male,40,2317,casablanca,jordanmedina@yahoo.com
493,universidad nacional de río cuarto,medicina,2023-09-20,george,carter,male,48,6212,adolfo van praet,olee@hotmail.com
494,universidad nacional de río cuarto,contador público ,2005-12-20,eric,miller,male,49,2173,campo pesoa,ruben79@gmail.com
496,universidad nacional de río cuarto,arquitectura,2005-01-21,shannon,snyder,female,24,1708,moron,adam20@hotmail.com
498,universidad nacional de río cuarto,farmacia,2014-10-20,bianca,carter,female,25,6307,colonia la oracion,ambertaylor@yahoo.com
499,universidad nacional de río cuarto,farmacia,2017-11-20,paul,jones,male,39,9017,cameron,bernardmark@gmail.com
503,universidad nacional de río cuarto,licenciatura en terapia ocupacional,2017-09-20,andrew,wallace,male,46,3300,arroyo,james52@hotmail.com
506,universidad nacional de río cuarto,ciencias veterinarias,2026-01-21,angela,clark,female,26,5553,empalme frontera,duanecarney@gmail.com
509,universidad nacional de río cuarto,diseño de imagen y sonido,2013-12-20,christopher,delacruz,male,37,1852,burzaco,dominique46@hotmail.com
510,universidad nacional de río cuarto,diseño industrial,2012-10-20,mary,williams phd,female,37,6450,abel,evan37@gmail.com
511,universidad nacional de río cuarto,licenciatura en relaciones del trabajo ,2022-09-20,walter,schneider,male,37,7412,las hermanas,brandon45@hotmail.com
514,universidad nacional de río cuarto,ingeniería mecánica,2027-10-20,ellen,horne,female,31,7212,doctor domingo harosteguy,chenlarry@gmail.com
516,universidad nacional de río cuarto,agronomía,2025-11-20,kevin,fitzpatrick,male,38,3265,arroyo caraballo,anna20@hotmail.com
517,universidad nacional de río cuarto,agronomía,2028-09-20,richard,tanner,male,44,3042,abipones,currybarbara@yahoo.com
519,universidad nacional de río cuarto,licenciatura en ciencias antropológicas,2021-10-20,erik,lin,male,32,7301,ariel,crawfordjoshua@yahoo.com
531,universidad nacional de río cuarto,licenciatura en artes,2030-12-20,william,brown,male,34,8156,el perdido est jose guisasola,davischarles@gmail.com
533,universidad nacional de río cuarto,bioquímica,2009-11-20,robert,branch,male,33,4605,alisos  de abajo,jjones@gmail.com
539,universidad nacional de río cuarto,licenciatura en ciencias antropológicas,2001-10-20,michael,garcia,male,35,1889,bosques,danielharvey@yahoo.com
546,universidad nacional de río cuarto,licenciatura en producción de bioimagenes,2014-10-20,debbie,manning,female,47,3105,diamante,davidrodriguez@hotmail.com
547,universidad nacional de río cuarto,ingeniería en informática,2015-11-20,shelby,henderson,female,38,4516,caimancito,brandonmorgan@hotmail.com
559,universidad nacional de río cuarto,licenciatura en sociología ,2002-12-20,james,townsend,male,50,3511,colonia coronel dorrego,barreracynthia@yahoo.com
560,universidad nacional de río cuarto,licenciatura en artes,2022-12-20,jeffrey,watson,male,31,5623,atuel sud,blucero@hotmail.com
561,universidad nacional de río cuarto,bioquímica,2025-09-20,derek,fisher,male,24,3042,abipones,ktorres@hotmail.com
570,universidad nacional de río cuarto,ingeniería mecánica,2007-01-21,henry,proctor,male,41,1648,rincon de milberg,jasonmcdonald@yahoo.com
576,universidad nacional de río cuarto,farmacia,2025-12-20,melissa,lopez,female,37,2300,colonia bella italia,amy11@yahoo.com
577,universidad nacional de río cuarto,licenciatura en ciencias de la educación ,2024-01-21,jessica,phillips,female,38,9220,cañadon la madera,stevenschad@gmail.com
578,universidad nacional de río cuarto,ciencias veterinarias,2017-09-20,joshua,pierce,male,34,5470,abra verde,rbradley@hotmail.com
579,universidad nacional de río cuarto,licenciatura en ciencia y tecnología de alimentos,2024-01-21,alexander,may,male,21,6422,primera junta,patelbenjamin@yahoo.com
580,universidad nacional de río cuarto,licenciatura en terapia ocupacional,2024-09-20,tammy,middleton,female,42,2121,perez,davidwilkins@gmail.com
586,universidad nacional de río cuarto,contador público ,2024-11-20,aimee,murphy,female,39,6648,mecha,michellesteele@yahoo.com
588,universidad nacional de río cuarto,licenciatura en ciencia y tecnología de alimentos,2022-10-20,susan,acosta,female,43,4705,aguadita,mscott@gmail.com
591,universidad nacional de río cuarto,licenciatura en psicología,2028-12-20,tyler,bowers,male,33,8313,arroyito,powellbrian@yahoo.com
594,universidad nacional de río cuarto,ingeniería electrónica,2017-09-20,jennifer,king,female,25,5777,adolfo rodriguez saa,garygibson@yahoo.com
600,universidad nacional de río cuarto,licenciatura en gestión de agroalimentos,2022-01-21,maria,park,female,25,5584,barrio villa adela,janetwoods@gmail.com
605,universidad nacional de río cuarto,ingeniería mecánica,2007-11-20,gina,cunningham,female,41,3133,arroyo burgos,john80@yahoo.com
608,universidad nacional de río cuarto,actuario ,2014-11-20,eddie,tucker,male,46,6075,arenaza,clewis@gmail.com
610,universidad nacional de río cuarto,licenciatura en musicoterapia,2012-12-20,helen,johnson,female,19,1825,monte chingolo,emiller@hotmail.com
611,universidad nacional de río cuarto,farmacia,2021-09-20,cheryl,pena,female,28,1846,adrogue,nicholasrivera@yahoo.com
613,universidad nacional de río cuarto,ciencias veterinarias,2031-10-20,ryan,bernard,male,30,3155,costa del nogoya,xhampton@hotmail.com
615,universidad nacional de río cuarto,contador público ,2016-12-20,amanda,taylor,female,18,2935,algarrobo,walter33@yahoo.com
616,universidad nacional de río cuarto,licenciatura en musicoterapia,2030-09-20,jamie,haynes,female,32,5321,el potrero,wendyyoung@hotmail.com
618,universidad nacional de río cuarto,licenciatura en psicología,2005-09-20,deborah,morris,female,46,1896,camino centenario km 11500,wnewman@yahoo.com
619,universidad nacional de río cuarto,licenciatura en terapia ocupacional,2026-11-20,dawn,harrison,female,38,4603,catamontaña,gwilliams@gmail.com
622,universidad nacional de río cuarto,licenciatura en ciencias geológicas,2015-11-20,austin,mcguire,male,28,6701,carlos keen,farnold@yahoo.com
629,universidad nacional de río cuarto,medicina,2007-11-20,rebecca,hart,female,24,4504,23 de agosto,smithkristi@gmail.com
633,universidad nacional de río cuarto,ingeniería mecánica,2003-11-20,jessica,ramirez,female,20,4632,antumpa,brentparker@gmail.com
634,universidad nacional de río cuarto,técnico para bioterios ,2028-12-20,dana,webster,female,36,4504,23 de agosto,davidspence@yahoo.com
636,universidad nacional de río cuarto,arquitectura,2007-09-20,sara,white,female,48,3071,aguara grande,khall@yahoo.com
638,universidad nacional de río cuarto,licenciatura en administración ,2019-12-20,melissa,hull,female,46,5415,angaco norte,laura50@yahoo.com
642,universidad nacional de río cuarto,licenciatura en ciencia y tecnología de alimentos,2018-12-20,cristina,ward,female,29,4709,san jose de piedra blanca,tanyamurphy@gmail.com
