,inscription_date,birth_day,age,university,career,full_name,email,gender,location,postal_code
25,2020-02-20 00:00:00,1972-11-24 00:00:00,50,universidad tecnológica nacional,técnico para bioterios ,justin lopez,matthewbrewer@gmail.com,male,arroyo,3300
26,2020-02-11 00:00:00,1910-02-22 00:00:00,112,universidad tecnológica nacional,arquitectura,joshua mathews,katiemorris@gmail.com,male,arroyo,3300
27,2020-01-27 00:00:00,1953-11-23 00:00:00,69,universidad nacional de jujuy,actuario ,beth walton,mccarthythomas@gmail.com,female,arroyo,3300
28,2020-06-18 00:00:00,1990-08-20 00:00:00,32,universidad nacional de jujuy,agronomía,alexander gonzales,amyhayes@hotmail.com,male,arroyo,3300
29,2019-11-16 00:00:00,1980-10-04 00:00:00,42,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,kevin thomas,reynoldsjessica@yahoo.com,male,arroyo,3300
30,2020-02-14 00:00:00,1991-11-21 00:00:00,31,universidad tecnológica nacional,licenciatura en musicoterapia,kimberly smith,heather70@yahoo.com,female,arroyo,3300
31,2020-03-17 00:00:00,1982-09-23 00:00:00,40,universidad tecnológica nacional,licenciatura en ciencias de la computación,julie garza,ohunter@hotmail.com,female,arroyo,3300
32,2020-01-20 00:00:00,1963-10-07 00:00:00,59,universidad tecnológica nacional,ingeniería electrónica,robert lam,cortezevelyn@gmail.com,male,arroyo,3300
33,2020-04-05 00:00:00,1953-07-07 00:00:00,69,universidad nacional de jujuy,licenciatura en ciencias biológicas,mary gonzalez,qblair@hotmail.com,female,hughes,2725
34,2020-06-21 00:00:00,1975-01-12 00:00:00,47,universidad tecnológica nacional,diseño industrial,sarah herrera,rburnett@hotmail.com,female,hughes,2725
35,2020-01-07 00:00:00,1985-06-21 00:00:00,37,universidad nacional de jujuy,ingeniería mecánica,jason miller,kelly78@hotmail.com,male,hughes,2725
36,2020-02-03 00:00:00,1993-03-10 00:00:00,29,universidad tecnológica nacional,actuario ,dr. todd cantrell,ricardokemp@gmail.com,male,hughes,2725
37,2020-07-22 00:00:00,1979-08-23 00:00:00,43,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,kyle hall,richardsjohn@gmail.com,male,hughes,2725
38,2020-03-21 00:00:00,1971-11-08 00:00:00,51,universidad nacional de jujuy,licenciatura en terapia ocupacional,sarah miller,johnsonmichael@gmail.com,female,hughes,2725
39,2019-10-17 00:00:00,1980-06-01 00:00:00,42,universidad nacional de jujuy,licenciatura en ciencia política ,samantha hahn,melissa38@hotmail.com,female,hughes,2725
40,2019-12-01 00:00:00,1910-08-31 00:00:00,112,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,david mora,nancy71@hotmail.com,male,benitez,6632
41,2020-06-05 00:00:00,1980-04-11 00:00:00,42,universidad tecnológica nacional,bioquímica,michael pruitt,davishannah@gmail.com,male,benitez,6632
42,2020-03-02 00:00:00,1941-02-28 00:00:00,81,universidad tecnológica nacional,licenciatura en producción de bioimagenes,donna clark,melissa48@yahoo.com,female,bagual,6216
43,2019-10-14 00:00:00,1977-07-05 00:00:00,45,universidad tecnológica nacional,ingeniería en informática,arthur butler,rileybrandon@gmail.com,male,bagual,6216
44,2020-04-28 00:00:00,1998-05-02 00:00:00,24,universidad nacional de jujuy,ingeniería en informática,gary palmer,hflynn@gmail.com,male,bagual,6216
45,2020-03-17 00:00:00,1912-11-16 00:00:00,110,universidad tecnológica nacional,ingeniería electrónica,john gates,kimberlylittle@yahoo.com,male,bagual,6216
46,2019-11-30 00:00:00,1919-07-13 00:00:00,103,universidad tecnológica nacional,agronomía,jill lewis,reneebriggs@yahoo.com,female,bagual,6216
47,2019-11-04 00:00:00,1934-12-30 00:00:00,87,universidad nacional de jujuy,actuario ,darlene parker,gregory89@hotmail.com,female,bagual,6216
48,2019-10-11 00:00:00,1935-06-12 00:00:00,87,universidad tecnológica nacional,ingeniería en informática,denise gonzalez,lperez@yahoo.com,female,bagual,6216
49,2020-01-10 00:00:00,1960-08-16 00:00:00,62,universidad tecnológica nacional,licenciatura en administración ,john byrd,hillsavannah@hotmail.com,male,campo de los andes,5565
50,2020-07-24 00:00:00,1906-07-23 00:00:00,116,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,ryan pitts,sarahcooper@hotmail.com,male,campo de los andes,5565
51,2020-04-20 00:00:00,1936-07-01 00:00:00,86,universidad nacional de jujuy,farmacia,patrick wong,adam84@gmail.com,male,campo de los andes,5565
52,2020-07-08 00:00:00,1974-05-25 00:00:00,48,universidad nacional de jujuy,licenciatura en ciencias ambientales,rebecca becker,charlesweaver@yahoo.com,female,campo de los andes,5565
53,2020-03-17 00:00:00,1994-04-06 00:00:00,28,universidad tecnológica nacional,licenciatura en artes,brian garcia,caitlyn96@hotmail.com,male,campo de los andes,5565
54,2019-11-29 00:00:00,1970-01-05 00:00:00,52,universidad tecnológica nacional,técnico para bioterios ,jennifer green,atravis@gmail.com,female,aneque grande,7011
55,2020-03-16 00:00:00,1952-11-08 00:00:00,70,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,jonathon chavez,williamsjustin@hotmail.com,male,aneque grande,7011
56,2020-06-07 00:00:00,1973-11-13 00:00:00,49,universidad nacional de jujuy,ingeniería electrónica,william bender,sarahpreston@gmail.com,male,aneque grande,7011
57,2019-10-14 00:00:00,2001-10-28 00:00:00,21,universidad nacional de jujuy,licenciatura en ciencias ambientales,kristen tapia,crawfordtanya@yahoo.com,female,aneque grande,7011
58,2020-07-15 00:00:00,1953-02-03 00:00:00,69,universidad tecnológica nacional,licenciatura en administración ,jeanette curry,kevinsilva@hotmail.com,female,aneque grande,7011
59,2020-07-17 00:00:00,1940-08-07 00:00:00,82,universidad tecnológica nacional,agronomía,michael sullivan,kluna@hotmail.com,male,rincon de milberg,1648
60,2020-01-20 00:00:00,1911-01-30 00:00:00,111,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,colleen miller,carlos91@gmail.com,female,rincon de milberg,1648
61,2020-05-22 00:00:00,1986-08-25 00:00:00,36,universidad tecnológica nacional,contador público ,anthony mahoney,andersonkatherine@yahoo.com,male,rincon de milberg,1648
62,2019-12-29 00:00:00,1996-07-27 00:00:00,26,universidad nacional de jujuy,bioquímica,christopher walton,frederickraymond@gmail.com,male,rincon de milberg,1648
63,2019-10-28 00:00:00,1934-02-21 00:00:00,88,universidad nacional de jujuy,diseño de imagen y sonido,jeremiah davis,chelseawilliams@yahoo.com,male,rincon de milberg,1648
64,2020-04-08 00:00:00,1961-12-01 00:00:00,60,universidad tecnológica nacional,ingeniería mecánica,christopher carney,xsmith@yahoo.com,male,rincon de milberg,1648
65,2019-10-22 00:00:00,1941-06-26 00:00:00,81,universidad nacional de jujuy,licenciatura en ciencias antropológicas,katie garrett,sking@yahoo.com,female,rincon de milberg,1648
66,2020-05-21 00:00:00,1931-01-06 00:00:00,91,universidad tecnológica nacional,licenciatura en ciencias biológicas,jordan gould,kathleentorres@hotmail.com,male,abasto,1903
67,2020-03-17 00:00:00,1926-10-08 00:00:00,96,universidad tecnológica nacional,licenciatura en ciencias de la educación ,patricia moyer,debbiefoster@gmail.com,female,abasto,1903
68,2020-04-12 00:00:00,1977-08-12 00:00:00,45,universidad tecnológica nacional,licenciatura en sociología ,caitlyn robinson,kylenelson@hotmail.com,female,abasto,1903
69,2020-06-14 00:00:00,1959-02-27 00:00:00,63,universidad tecnológica nacional,ciencias veterinarias,daniel hill,pkeith@hotmail.com,male,abasto,1903
70,2020-06-05 00:00:00,1966-06-12 00:00:00,56,universidad tecnológica nacional,diseño de imagen y sonido,susan watkins,mooredesiree@gmail.com,female,abasto,1903
71,2020-01-22 00:00:00,1934-02-19 00:00:00,88,universidad nacional de jujuy,técnico para bioterios ,robert osborne,christopher26@hotmail.com,male,abasto,1903
72,2020-03-08 00:00:00,1941-06-25 00:00:00,81,universidad tecnológica nacional,diseño de imagen y sonido,thomas boyd,anthonycontreras@hotmail.com,male,colonia leiva,3326
73,2020-01-11 00:00:00,1946-06-04 00:00:00,76,universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,nancy tran,jeffreyolson@hotmail.com,female,colonia leiva,3326
74,2020-04-08 00:00:00,1993-09-16 00:00:00,29,universidad tecnológica nacional,licenciatura en ciencia política ,alex stevens,darlene74@hotmail.com,male,colonia leiva,3326
75,2019-10-03 00:00:00,1912-10-17 00:00:00,110,universidad tecnológica nacional,actuario ,andrea rodriguez,matthew01@yahoo.com,female,colonia leiva,3326
76,2020-03-31 00:00:00,1911-04-09 00:00:00,111,universidad nacional de jujuy,licenciatura en producción de bioimagenes,richard cruz,lsmith@yahoo.com,male,colonia leiva,3326
77,2020-03-01 00:00:00,1974-11-01 00:00:00,48,universidad nacional de jujuy,actuario ,laura patel dds,keith42@yahoo.com,female,colonia leiva,3326
78,2020-03-31 00:00:00,1937-06-27 00:00:00,85,universidad tecnológica nacional,licenciatura en ciencia y tecnología de alimentos,eric summers,mike55@gmail.com,male,aguadita,5385
79,2019-10-23 00:00:00,1945-05-03 00:00:00,77,universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,annette chambers,dmorrison@yahoo.com,female,aguadita,5385
80,2019-11-24 00:00:00,1975-12-07 00:00:00,46,universidad tecnológica nacional,licenciatura en producción de bioimagenes,kaitlin sullivan,amy11@yahoo.com,female,aguadita,5385
81,2019-10-03 00:00:00,1923-05-18 00:00:00,99,universidad tecnológica nacional,licenciatura en ciencia política ,mark ford,kathleen17@hotmail.com,male,aguadita,5385
82,2019-10-02 00:00:00,1982-05-24 00:00:00,40,universidad tecnológica nacional,diseño industrial,bruce johnson,taramartin@gmail.com,male,aguadita,5385
83,2019-10-25 00:00:00,1998-06-11 00:00:00,24,universidad tecnológica nacional,actuario ,steve jackson,ocox@gmail.com,male,aguadita,5385
84,2020-03-14 00:00:00,1935-05-30 00:00:00,87,universidad nacional de jujuy,diseño industrial,robert hahn,earl85@gmail.com,male,aguadita,5385
85,2020-05-14 00:00:00,1995-07-20 00:00:00,27,universidad nacional de jujuy,farmacia,anthony mitchell,tiffany87@gmail.com,male,candelaria sud,2170
86,2020-01-30 00:00:00,1929-05-24 00:00:00,93,universidad tecnológica nacional,licenciatura en ciencias geológicas,tracey vincent,frankmunoz@hotmail.com,female,candelaria sud,2170
87,2020-04-25 00:00:00,1940-02-26 00:00:00,82,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,eric ward,glassbrianna@gmail.com,male,candelaria sud,2170
88,2020-07-03 00:00:00,1938-03-12 00:00:00,84,universidad nacional de jujuy,licenciatura en terapia ocupacional,meghan davis,zcaldwell@yahoo.com,female,candelaria sud,2170
89,2020-02-01 00:00:00,1930-08-30 00:00:00,92,universidad tecnológica nacional,licenciatura en ciencias de la educación ,rachel mullins,qrhodes@hotmail.com,female,campana,2804
90,2020-06-25 00:00:00,2003-09-15 00:00:00,19,universidad nacional de jujuy,licenciatura en sociología ,joseph padilla,karenhernandez@hotmail.com,male,campana,2804
91,2020-01-09 00:00:00,1974-08-17 00:00:00,48,universidad nacional de jujuy,actuario ,cody miles,tina88@hotmail.com,male,campana,2804
92,2019-12-15 00:00:00,1993-07-26 00:00:00,29,universidad tecnológica nacional,licenciatura en artes,morgan houston,debrathomas@gmail.com,female,campana,2804
93,2020-05-21 00:00:00,1933-06-01 00:00:00,89,universidad nacional de jujuy,licenciatura en ciencias geológicas,angela harris,jasongibson@gmail.com,female,campana,2804
94,2019-12-16 00:00:00,1935-05-25 00:00:00,87,universidad nacional de jujuy,licenciatura en ciencias de la educación ,jennifer huff,moorerose@yahoo.com,female,campana,2804
95,2020-04-20 00:00:00,1931-01-17 00:00:00,91,universidad nacional de jujuy,licenciatura en ciencias ambientales,lisa jenkins,millermichael@gmail.com,female,campana,2804
96,2020-01-04 00:00:00,1930-01-18 00:00:00,92,universidad nacional de jujuy,licenciatura en artes,samuel vasquez,howardsuzanne@hotmail.com,male,campana,2804
97,2020-05-26 00:00:00,1977-08-04 00:00:00,45,universidad nacional de jujuy,licenciatura en ciencias geológicas,stephen walker dvm,abigailmiller@hotmail.com,male,campana,2804
98,2020-04-12 00:00:00,1909-11-30 00:00:00,113,universidad tecnológica nacional,licenciatura en terapia ocupacional,devin smith,zachary36@gmail.com,male,campana,2804
99,2020-06-18 00:00:00,1972-11-06 00:00:00,50,universidad tecnológica nacional,licenciatura en ciencias geológicas,megan roberson,nicholas39@hotmail.com,female,campana,2804
100,2019-10-07 00:00:00,1929-07-14 00:00:00,93,universidad tecnológica nacional,técnico para bioterios ,david mason,lisa15@gmail.com,male,campana,2804
101,2019-12-26 00:00:00,1926-01-05 00:00:00,96,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,stephanie lynch,williamgreen@gmail.com,female,achupallas,6627
102,2019-10-20 00:00:00,1985-09-21 00:00:00,37,universidad tecnológica nacional,licenciatura en ciencias ambientales,jessica wilson,donovantimothy@yahoo.com,female,achupallas,6627
103,2019-12-10 00:00:00,1909-07-13 00:00:00,113,universidad nacional de jujuy,agronomía,melanie pace,laurenortega@gmail.com,female,campo la nena,2764
104,2019-10-07 00:00:00,1918-10-26 00:00:00,104,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,rachel larsen,justinyoung@gmail.com,female,campo la nena,2764
105,2020-07-29 00:00:00,1908-08-30 00:00:00,114,universidad tecnológica nacional,ingeniería mecánica,devin taylor,martha31@gmail.com,male,campo la nena,2764
106,2020-01-24 00:00:00,1945-05-10 00:00:00,77,universidad nacional de jujuy,licenciatura en ciencias geológicas,melvin robinson,charlesphillips@hotmail.com,male,campo la nena,2764
107,2020-05-30 00:00:00,1906-09-22 00:00:00,116,universidad tecnológica nacional,licenciatura en ciencias ambientales,cynthia stone,ravenhunt@yahoo.com,female,campo la nena,2764
108,2019-11-17 00:00:00,1999-12-21 00:00:00,22,universidad tecnológica nacional,diseño industrial,lisa williams,pberry@hotmail.com,female,campo la nena,2764
109,2019-12-13 00:00:00,1941-05-18 00:00:00,81,universidad tecnológica nacional,contador público ,joseph rios,casey01@yahoo.com,male,campo la nena,2764
110,2020-06-26 00:00:00,1962-04-11 00:00:00,60,universidad nacional de jujuy,licenciatura en ciencias antropológicas,john sanders md,george58@gmail.com,male,rafael castillo,1755
111,2020-04-17 00:00:00,1931-07-23 00:00:00,91,universidad tecnológica nacional,ingeniería mecánica,tina garcia,fbrowning@gmail.com,female,rafael castillo,1755
112,2020-07-06 00:00:00,1973-10-27 00:00:00,49,universidad nacional de jujuy,arquitectura,sue taylor,david57@gmail.com,female,rafael castillo,1755
113,2020-03-14 00:00:00,1934-09-10 00:00:00,88,universidad tecnológica nacional,licenciatura en kinesiología y fisiatría,william oconnor,kentdawn@yahoo.com,male,rafael castillo,1755
114,2019-10-20 00:00:00,1985-03-23 00:00:00,37,universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,lisa smith,dbruce@gmail.com,female,rafael castillo,1755
115,2020-01-29 00:00:00,2004-03-14 00:00:00,18,universidad tecnológica nacional,medicina,anna lee,laurenvazquez@gmail.com,female,la cañada,5567
116,2020-06-21 00:00:00,1963-06-05 00:00:00,59,universidad tecnológica nacional,licenciatura en psicología,gary roberts,mellis@hotmail.com,male,la cañada,5567
117,2020-06-23 00:00:00,1929-11-19 00:00:00,93,universidad nacional de jujuy,licenciatura en artes,hannah holmes,dorothy29@hotmail.com,female,la cañada,5567
118,2020-06-14 00:00:00,1937-12-29 00:00:00,84,universidad tecnológica nacional,técnico para bioterios ,james davis,joseph63@gmail.com,male,la cañada,5567
119,2019-11-19 00:00:00,1984-04-04 00:00:00,38,universidad nacional de jujuy,licenciatura en ciencia política ,michael davidson,desiree09@gmail.com,male,la cañada,5567
120,2020-02-01 00:00:00,1988-12-09 00:00:00,33,universidad tecnológica nacional,licenciatura en administración ,megan foster,lkhan@gmail.com,female,el espinillo,2946
121,2020-04-05 00:00:00,1913-11-19 00:00:00,109,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,natasha lee,allen83@gmail.com,female,el espinillo,2946
122,2019-12-11 00:00:00,1945-08-22 00:00:00,77,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,sarah kelly,steven53@yahoo.com,female,el espinillo,2946
123,2020-06-01 00:00:00,1976-09-13 00:00:00,46,universidad tecnológica nacional,licenciatura en producción de bioimagenes,matthew williams,thomasandersen@hotmail.com,male,el espinillo,2946
124,2019-12-12 00:00:00,2003-10-09 00:00:00,19,universidad tecnológica nacional,licenciatura en relaciones del trabajo ,patricia johnson,guylewis@hotmail.com,female,remedios de escalada,1826
125,2020-02-01 00:00:00,1906-12-18 00:00:00,115,universidad nacional de jujuy,diseño industrial,rachel thomas,mary56@yahoo.com,female,remedios de escalada,1826
126,2020-01-03 00:00:00,1964-08-06 00:00:00,58,universidad tecnológica nacional,ingeniería mecánica,pamela castro,xmartinez@hotmail.com,female,carlos keen,6701
127,2020-01-20 00:00:00,1938-07-12 00:00:00,84,universidad nacional de jujuy,licenciatura en ciencias de la computación,jason hernandez,smorris@gmail.com,male,carlos keen,6701
128,2020-07-27 00:00:00,1995-08-31 00:00:00,27,universidad tecnológica nacional,licenciatura en gestión de agroalimentos,yvonne farrell,jennifer31@hotmail.com,female,faro san antonio,7103
129,2020-06-18 00:00:00,1934-03-12 00:00:00,88,universidad tecnológica nacional,licenciatura en musicoterapia,caroline rose,jasmine21@hotmail.com,female,faro san antonio,7103
130,2020-03-15 00:00:00,1980-09-12 00:00:00,42,universidad nacional de jujuy,licenciatura en terapia ocupacional,katherine benson,mcintyreann@gmail.com,female,faro san antonio,7103
131,2020-07-31 00:00:00,1923-05-25 00:00:00,99,universidad tecnológica nacional,licenciatura en sociología ,james sanchez,bwilson@hotmail.com,male,faro san antonio,7103
132,2019-11-09 00:00:00,1966-01-24 00:00:00,56,universidad nacional de jujuy,actuario ,kelly boyle,simpsonrobert@hotmail.com,female,faro san antonio,7103
133,2020-04-16 00:00:00,1926-02-11 00:00:00,96,universidad tecnológica nacional,licenciatura en artes,adam webb,jefferysantos@hotmail.com,male,faro san antonio,7103
134,2020-04-02 00:00:00,1964-04-15 00:00:00,58,universidad tecnológica nacional,licenciatura en planificación y diseño del paisaje,tyler carrillo,michael23@gmail.com,male,faro san antonio,7103
135,2019-12-04 00:00:00,1939-05-31 00:00:00,83,universidad nacional de jujuy,licenciatura en ciencias de la educación ,sharon thompson,bbraun@gmail.com,female,faro san antonio,7103
136,2020-01-19 00:00:00,1963-10-27 00:00:00,59,universidad nacional de jujuy,licenciatura en ciencias ambientales,susan huber,tthomas@hotmail.com,female,colonia españa,8206
137,2020-07-06 00:00:00,1952-11-19 00:00:00,70,universidad tecnológica nacional,diseño industrial,mark key,kcox@gmail.com,male,colonia españa,8206
138,2019-12-23 00:00:00,1998-03-31 00:00:00,24,universidad nacional de jujuy,ingeniería en informática,bruce smith,vturner@hotmail.com,male,colonia españa,8206
139,2019-12-03 00:00:00,1955-04-02 00:00:00,67,universidad tecnológica nacional,farmacia,alyssa cummings,cliffordrogers@yahoo.com,female,colonia españa,8206
140,2020-02-28 00:00:00,1947-06-06 00:00:00,75,universidad tecnológica nacional,licenciatura en psicología,jodi wilson,awilcox@hotmail.com,female,bahia cracher,9120
141,2020-01-09 00:00:00,1962-09-08 00:00:00,60,universidad nacional de jujuy,licenciatura en ciencia política ,richard curtis,fisherkenneth@hotmail.com,male,bahia cracher,9120
142,2019-10-14 00:00:00,1994-08-21 00:00:00,28,universidad nacional de jujuy,licenciatura en administración ,tina hughes,laura22@yahoo.com,female,bahia cracher,9120
143,2020-02-26 00:00:00,1996-11-24 00:00:00,25,universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,miss jasmine young,wheelerbrian@gmail.com,female,bahia cracher,9120
144,2019-12-16 00:00:00,1911-06-17 00:00:00,111,universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,sean li,laurenwilliams@hotmail.com,male,bahia cracher,9120
145,2019-11-03 00:00:00,1943-03-21 00:00:00,79,universidad nacional de jujuy,técnico para bioterios ,corey sherman,gjohnson@hotmail.com,male,bahia cracher,9120
146,2019-12-03 00:00:00,1929-08-03 00:00:00,93,universidad nacional de jujuy,técnico para bioterios ,phillip johnson,alanhowell@gmail.com,male,flamenco,2763
147,2020-07-08 00:00:00,1962-11-03 00:00:00,60,universidad tecnológica nacional,farmacia,ronnie monroe,ryan60@yahoo.com,male,flamenco,2763
148,2020-04-10 00:00:00,1944-05-19 00:00:00,78,universidad nacional de jujuy,contador público ,carlos white,santanamichael@yahoo.com,male,gregorio de laferrere,1757
149,2020-03-05 00:00:00,1945-10-17 00:00:00,77,universidad tecnológica nacional,medicina,corey white,mariegibson@gmail.com,male,gregorio de laferrere,1757
150,2019-11-18 00:00:00,1955-12-22 00:00:00,66,universidad nacional de jujuy,licenciatura en ciencias ambientales,mark wilson,aharris@gmail.com,male,gregorio de laferrere,1757
151,2020-06-04 00:00:00,1924-09-21 00:00:00,98,universidad nacional de jujuy,contador público ,kirsten white,wyoung@yahoo.com,female,gregorio de laferrere,1757
152,2020-03-03 00:00:00,1972-06-29 00:00:00,50,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,michelle joseph,sheltoncody@gmail.com,female,gregorio de laferrere,1757
153,2020-06-02 00:00:00,1948-12-22 00:00:00,73,universidad nacional de jujuy,diseño industrial,jennifer burns,emorrison@hotmail.com,female,gregorio de laferrere,1757
154,2020-03-18 00:00:00,1929-01-09 00:00:00,93,universidad nacional de jujuy,licenciatura en producción de bioimagenes,mrs. kristen flores,pstephens@gmail.com,female,gregorio de laferrere,1757
155,2020-02-17 00:00:00,1924-07-10 00:00:00,98,universidad nacional de jujuy,licenciatura en ciencias biológicas,joe castro,hbarron@hotmail.com,male,cora,2631
156,2020-07-20 00:00:00,1959-02-26 00:00:00,63,universidad tecnológica nacional,licenciatura en sociología ,norman beard,danamadden@hotmail.com,male,cora,2631
157,2019-12-22 00:00:00,1953-10-13 00:00:00,69,universidad tecnológica nacional,licenciatura en musicoterapia,heather woods,owensgloria@gmail.com,female,cora,2631
158,2020-03-02 00:00:00,1928-06-06 00:00:00,94,universidad nacional de jujuy,licenciatura en gestión de agroalimentos,suzanne gates,erin08@yahoo.com,female,cora,2631
159,2020-06-09 00:00:00,1994-07-10 00:00:00,28,universidad nacional de jujuy,bioquímica,susan ruiz,andersonsean@yahoo.com,female,alvarez,2107
160,2019-12-18 00:00:00,1931-03-07 00:00:00,91,universidad nacional de jujuy,actuario ,jeffery howell dds,craig75@yahoo.com,male,alvarez,2107
161,2020-01-26 00:00:00,1917-03-01 00:00:00,105,universidad tecnológica nacional,licenciatura en ciencia política ,kathleen davis,christina55@gmail.com,female,alvarez,2107
162,2019-12-26 00:00:00,1957-12-15 00:00:00,64,universidad nacional de jujuy,diseño de imagen y sonido,daniel smith,watkinscraig@hotmail.com,male,alvarez,2107
163,2020-03-25 00:00:00,1990-09-30 00:00:00,32,universidad nacional de jujuy,licenciatura en ciencias geológicas,luis shaw,thompsonmichael@hotmail.com,male,alvarez,2107
164,2020-04-21 00:00:00,1974-02-08 00:00:00,48,universidad nacional de jujuy,actuario ,chris jimenez,fhernandez@hotmail.com,male,alvarez,2107
165,2020-02-16 00:00:00,1954-10-29 00:00:00,68,universidad tecnológica nacional,contador público ,sherri sharp,jeffreywilliams@gmail.com,female,alvarez,2107
166,2019-10-18 00:00:00,1908-06-15 00:00:00,114,universidad nacional de jujuy,licenciatura en psicología,heather williams,patriciagarcia@yahoo.com,female,alvarez,2107
