university	career	inscription_date	first_name	last_name	gender	age	postal_code	location	email
univ.  nacional  del  comahue	licenciatura  en  ciencias  de  la  computación	2020-09-09	melvin	castro	male	17	2527	colonia  san  francisco	keithglenn@gmail.com
univ.  nacional  del  comahue	medicina	2020-09-09	tricia	mendoza	female	33	6244	banderalo	smithbryan@yahoo.com
univ.  nacional  del  comahue	técnico  para  bioterios	2020-09-09	brittany	soto	female	39	5511	general  gutierrez	dustin57@yahoo.com
univ.  nacional  del  comahue	licenciatura  en  administración	2020-09-09	regina	reid	female	25	5345	baños  termales	perrynoah@yahoo.com
univ.  nacional  del  comahue	licenciatura  en  kinesiología  y  fisiatría	2020-09-10	stacy	hall	female	31	2828	colonia  nueva  montevideo	zwalters@hotmail.com
univ.  nacional  del  comahue	bioquímica	2020-09-10	monica	garcia	female	34	6239	gonzalez  moreno	allison79@gmail.com
univ.  nacional  del  comahue	licenciatura  en  ciencia  y  tecnología  de  alimentos	2020-09-10	rodney	neal	male	21	1646	san  fernando	schmittanthony@hotmail.com
univ.  nacional  del  comahue	ciencias  veterinarias	2020-09-10	melissa	nelson	female	23	6230	francisco  casal	amccormick@hotmail.com
univ.  nacional  del  comahue	actuario	2020-09-10	jason	wyatt	male	31	3216	arroyo  hondo	rlowe@gmail.com
univ.  nacional  del  comahue	contador  público	2020-09-10	duane	fowler	male	35	1872	sarandi	steven63@hotmail.com
univ.  nacional  del  comahue	licenciatura  en  musicoterapia	2020-09-10	katherine	benson	female	31	7118	general  guido	ujones@hotmail.com
univ.  nacional  del  comahue	agronomía	2020-09-10	john	parks	male	33	7165	faro  querandi	mbaldwin@hotmail.com
univ.  nacional  del  comahue	licenciatura  en  ciencias  de  la  computación	2020-09-10	erica	hampton	female	38	6700	caminera  lujan	carmenwarren@yahoo.com
univ.  nacional  del  comahue	farmacia	2020-09-10	sherry	johnson	female	35	5636	favelli	janet27@hotmail.com
univ.  nacional  del  comahue	licenciatura  en  ciencias  geológicas	2020-09-10	jack	jackson	male	35	8333	aguada  guzman	ejones@hotmail.com
univ.  nacional  del  comahue	licenciatura  en  relaciones  del  trabajo	2020-09-10	tiffany	contreras	female	21	3203	arroyo  grande	daniellegraham@hotmail.com
univ.  nacional  del  comahue	licenciatura  en  ciencias  ambientales	2020-09-10	jennifer	fox	female	25	3196	arroyo  vega	qstrickland@gmail.com
univ.  nacional  del  comahue	contador  público	2020-09-10	steven	smith	male	23	1627	matheu	kristin73@gmail.com
univ.  nacional  del  comahue	licenciatura  en  terapia  ocupacional	2020-09-11	larry	martinez	male	33	3057	estancia  las  gamas	peterhess@gmail.com
univ.  nacional  del  comahue	diseño  de  imagen  y  sonido	2020-09-11	theresa	bentley	female	31	1879	quilmes  oeste	holson@gmail.com
univ.  nacional  del  comahue	técnico  para  bioterios	2020-09-11	lisa	vincent	female	27	6667	agustin  mosconi	gomezjose@yahoo.com
univ.  nacional  del  comahue	licenciatura  en  terapia  ocupacional	2020-09-11	jenny	valdez	female	21	6701	carlos  keen	wileyjacqueline@hotmail.com
univ.  nacional  del  comahue	ingeniería  electrónica	2020-09-11	christopher	gutierrez	male	23	2121	perez	jrush@gmail.com
univ.  nacional  del  comahue	licenciatura  en  ciencias  antropológicas	2020-09-11	amanda	dyer	female	21	2208	gaboto	srodriguez@yahoo.com
univ.  nacional  del  comahue	ingeniería  mecánica	2020-09-11	melissa	wallace	female	21	1870	avellaneda	thomas12@gmail.com
univ.  nacional  del  comahue	licenciatura  en  ciencias  de  la  computación	2020-09-11	mario	rosales	male	35	8424	aguada  de  guerra	xcarroll@yahoo.com
univ.  nacional  del  comahue	farmacia	2020-09-11	haley	adkins	female	33	5444	ampacama	garrisonstacie@yahoo.com
univ.  nacional  del  comahue	licenciatura  en  ciencia  y  tecnología  de  alimentos	2020-09-11	carlos	johnson	male	35	6614	franklin	owengeorge@yahoo.com
univ.  nacional  del  comahue	licenciatura  en  ciencia  política	2020-09-11	hannah	ballard	female	37	7249	el  araza	monique87@gmail.com
univ.  nacional  del  comahue	licenciatura  en  ciencia  y  tecnología  de  alimentos	2020-09-11	ronnie	wood	male	18	7169	juancho	lewislisa@hotmail.com
univ.  nacional  del  comahue	licenciatura  en  ciencias  ambientales	2020-09-11	steven	fields	male	29	1686	hurlingham	brookewhite@yahoo.com
univ.  nacional  del  comahue	diseño  industrial	2020-09-12	megan	green	female	23	2134	roldan	heather75@yahoo.com
univ.  nacional  del  comahue	medicina	2020-09-12	richard	sanchez	male	37	5470	abra  verde	yyates@yahoo.com
univ.  nacional  del  comahue	medicina	2020-09-12	joel	kelly	male	34	9030	rio  mayo	christopher34@gmail.com
univ.  nacional  del  comahue	licenciatura  en  administración	2020-09-12	ashley	schultz	female	35	3234	bonpland	fjimenez@yahoo.com
univ.  nacional  del  comahue	licenciatura  en  ciencias  de  la  educación	2020-09-12	cassandra	moore	female	31	3183	albariño	thompsonbrandon@yahoo.com
univ.  nacional  del  comahue	licenciatura  en  kinesiología  y  fisiatría	2020-09-12	scott	evans	male	24	2812	capilla  del  señor	markjackson@hotmail.com
univ.  nacional  del  comahue	actuario	2020-09-12	christopher	lane	male	27	2800	arroyo  aguila  negra	ryan53@gmail.com
univ.  nacional  del  comahue	licenciatura  en  ciencias  de  la  educación	2020-09-12	david	miller	male	35	2138	carcaraña	deborahlewis@gmail.com
univ.  nacional  del  comahue	ingeniería  en  informática	2020-09-12	hannah	moore	female	27	1812	carlos  spegazzini	taylormikayla@hotmail.com
univ.  nacional  del  comahue	licenciatura  en  ciencia  y  tecnología  de  alimentos	2020-09-12	corey	lindsey	male	31	4109	alto  nuestra  señora  del  valle	paigetrevino@yahoo.com
univ.  nacional  del  comahue	licenciatura  en  ciencias  antropológicas	2020-09-12	matthew	gamble	male	23	7150	ayacucho	acarroll@yahoo.com
univ.  nacional  del  comahue	licenciatura  en  artes	2020-09-12	molly	fowler	female	25	8187	bordenave	stephanie22@yahoo.com
univ.  nacional  del  comahue	actuario	2020-09-12	aaron	roy	male	31	1865	el  pampero	johnguzman@gmail.com
univ.  nacional  del  comahue	licenciatura  en  planificación  y  diseño  del  paisaje	2020-09-13	jesse	kelley	male	23	8208	campo  cicare	woodnicole@gmail.com
univ.  nacional  del  comahue	contador  público	2020-09-13	carl	smith	male	25	7240	kilometro  112	spearsjared@yahoo.com
univ.  nacional  del  comahue	licenciatura  en  ciencias  antropológicas	2020-09-13	tyler	young	male	21	7407	libano	james90@hotmail.com
univ.  nacional  del  comahue	diseño  de  imagen  y  sonido	2020-09-13	joseph	gregory	male	19	5730	20  de  febrero	brenda13@gmail.com
univ.  nacional  del  comahue	ingeniería  en  informática	2020-09-13	nichole	payne	female	31	5535	asuncion	fraziersusan@yahoo.com
univ.  nacional  del  comahue	licenciatura  en  producción  de  bioimagenes	2020-09-13	charles	carter	male	29	5753	agua  linda	david64@yahoo.com
univ.  nacional  del  comahue	bioquímica	2020-09-13	rodney	jacobson	male	30	7136	adela	westjoseph@hotmail.com
univ.  nacional  del  comahue	licenciatura  en  psicología	2020-09-13	sandra	johnson	female	31	5565	campo  de  los  andes	xmeza@gmail.com
univ.  nacional  del  comahue	ingeniería  mecánica	2020-09-14	veronica	wilson	female	37	5555	puente  del  inca	yvelazquez@gmail.com
univ.  nacional  del  comahue	licenciatura  en  sociología	2020-09-14	jason	chen	male	22	5343	lavalle	garneranthony@hotmail.com
univ.  nacional  del  comahue	técnico  para  bioterios	2020-09-14	michael	jackson	male	21	9225	arenoso	holly00@yahoo.com
univ.  nacional  del  comahue	bioquímica	2020-09-14	kimberly	mclean	female	33	5327	capihuas	robinsondavid@yahoo.com
univ.  nacional  del  comahue	diseño  de  imagen  y  sonido	2020-09-14	anthony	hernandez	male	29	1986	altamirano	robert92@hotmail.com
univ.  nacional  del  comahue	farmacia	2020-09-14	crystal	carpenter	female	33	3218	arroyo  palmar	alicia62@gmail.com
univ.  nacional  del  comahue	agronomía	2020-09-14	alex	copeland	male	17	5763	general  urquiza	wellis@hotmail.com
univ.  nacional  del  comahue	licenciatura  en  musicoterapia	2020-09-14	cindy	martin	female	27	2527	colonia  san  francisco	lynnholland@yahoo.com
univ.  nacional  del  comahue	licenciatura  en  administración	2020-09-14	brian	armstrong	male	37	2218	carrizales	gmiller@gmail.com
univ.  nacional  del  comahue	ingeniería  mecánica	2020-09-15	sara	bell	female	29	5407	dique  toma	ihoover@yahoo.com
univ.  nacional  del  comahue	licenciatura  en  terapia  ocupacional	2020-09-15	kimberly	thomas	female	17	3705	10  de  mayo	jharris@yahoo.com
univ.  nacional  del  comahue	licenciatura  en  ciencias  de  la  computación	2020-09-15	scott	horton	male	25	2520	la  california	sarah39@yahoo.com
univ.  nacional  del  comahue	diseño  industrial	2020-09-15	theresa	le	female	30	2121	perez	paulcortez@gmail.com
univ.  nacional  del  comahue	licenciatura  en  artes	2020-09-15	joanne	anderson	female	39	5306	carrizal	joseph32@yahoo.com
univ.  nacional  del  comahue	licenciatura  en  artes	2020-09-15	steven	harper	male	17	6075	arenaza	jennifer14@hotmail.com
univ.  nacional  del  comahue	licenciatura  en  ciencias  antropológicas	2020-09-15	david	lara	male	19	4722	el  duraznillo	nzamora@gmail.com
univ.  nacional  del  comahue	licenciatura  en  musicoterapia	2020-09-15	nathan	vaughn	male	34	6661	blas  durañona	coreysharp@hotmail.com
univ.  nacional  del  comahue	licenciatura  en  ciencias  ambientales	2020-09-15	bonnie	riley	female	19	4622	bella  vista	jason74@yahoo.com
univ.  nacional  del  comahue	técnico  para  bioterios	2020-09-15	alexander	kramer	male	35	2944	rio  tala	jesse67@yahoo.com
univ.  nacional  del  comahue	licenciatura  en  ciencia  política	2020-09-15	mallory	moore	female	27	2907	general  conesa	haydenthomas@gmail.com
univ.  nacional  del  comahue	arquitectura	2020-09-16	derek	webb	male	23	3072	la  lucila	marymoreno@hotmail.com
univ.  nacional  del  comahue	agronomía	2020-09-16	christopher	mack	male	30	9409	isla  gran  malvina	joshua96@yahoo.com
univ.  nacional  del  comahue	licenciatura  en  ciencias  geológicas	2020-09-16	arthur	arellano	male	17	8200	colonia  lia  y  allende	parrishkelly@yahoo.com
univ.  nacional  del  comahue	licenciatura  en  planificación  y  diseño  del  paisaje	2020-09-16	cindy	bishop	female	17	6050	cuartel  vii	vickiejenkins@hotmail.com
univ.  nacional  del  comahue	diseño  industrial	2020-09-16	paula	peters	female	37	9315	bajo  caracoles	samanthahatfield@gmail.com
univ.  nacional  del  comahue	ciencias  veterinarias	2020-09-16	sherry	hoffman	female	31	4431	aguas  calientes	maryreed@hotmail.com
univ.  nacional  del  comahue	bioquímica	2020-09-16	jessica	burns	female	19	6538	la  dorita	jeffreydavis@gmail.com
univ.  nacional  del  comahue	licenciatura  en  sociología	2020-09-16	kevin	fitzgerald	male	19	5266	chichagasta	adavenport@gmail.com
univ.  nacional  del  comahue	licenciatura  en  administración	2020-09-16	ryan	curtis	male	29	2344	achaval  rodriguez	nelsonamy@yahoo.com
univ.  nacional  del  comahue	licenciatura  en  psicología	2020-09-16	john	jones	male	29	2300	colonia  bella  italia	sheltonmatthew@gmail.com
univ.  nacional  del  comahue	licenciatura  en  musicoterapia	2020-09-16	deborah	carter	female	37	6700	caminera  lujan	richardjohnson@gmail.com
univ.  nacional  del  comahue	licenciatura  en  kinesiología  y  fisiatría	2020-09-17	david	luna	male	27	3117	aldea  san  antonio	hgardner@yahoo.com
univ.  nacional  del  comahue	técnico  para  bioterios	2020-09-17	jason	hernandez	male	21	6009	san  marcelo	pdavis@gmail.com
univ.  nacional  del  comahue	licenciatura  en  ciencia  política	2020-09-17	deborah	wilson	female	31	9400	an  aike	karen52@gmail.com
univ.  nacional  del  comahue	medicina	2020-09-17	amy	smith	female	19	9223	alto  rio  pico	espinozajessica@yahoo.com
univ.  nacional  del  comahue	bioquímica	2020-09-17	joseph	stevenson	male	17	7172	colonia  ferrari	andrew27@hotmail.com
univ.  nacional  del  comahue	licenciatura  en  ciencia  política	2020-09-17	george	schultz	male	39	7160	la  union	dwright@gmail.com
univ.  nacional  del  comahue	ingeniería  mecánica	2020-09-17	megan	gardner	female	35	2933	colonia  velez	kyle23@yahoo.com
univ.  nacional  del  comahue	licenciatura  en  terapia  ocupacional	2020-09-17	jessica	burns	female	31	2613	la  morocha	thomas03@gmail.com
univ.  nacional  del  comahue	bioquímica	2020-09-17	tonya	nguyen	female	31	2200	las  quintas	nathanhoover@yahoo.com
univ.  nacional  del  comahue	ciencias  veterinarias	2020-09-17	troy	lawrence	male	33	6430	adolfo  alsina	james77@gmail.com
univ.  nacional  del  comahue	ingeniería  en  informática	2020-09-17	suzanne	phillips	female	37	4643	antiguyos	tpowers@hotmail.com
univ.  nacional  del  comahue	ingeniería  mecánica	2020-09-17	nancy	jones	female	39	1746	francisco  alvarez	randy73@gmail.com
univ.  nacional  del  comahue	diseño  industrial	2020-09-18	karen	castillo	female	27	9039	hito  45	walkerrodney@yahoo.com
univ.  nacional  del  comahue	licenciatura  en  relaciones  del  trabajo	2020-09-18	christian	sanchez	male	35	6641	comodoro  py	alexis34@yahoo.com
univ.  nacional  del  comahue	licenciatura  en  sociología	2020-09-18	tony	young	male	39	2347	colonia  mackinlay	gordonwilliam@yahoo.com
univ.  nacional  del  comahue	bioquímica	2020-09-18	lori	sanford	female	24	6628	colonia  zambungo	xwiggins@hotmail.com
