,university,career,inscription_date,last_name,gender,fecha_nacimiento,age,location,email
14,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,CIENCIAS_VETERINARIAS,2021-01-07,WILLIAM_CONLEY,M,27-Aug-84,,ABRA_DEL_TRIGO,CHUBBARD@HOTMAIL.COM
15,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,ARQUITECTURA,2020-11-09,JOSEPH_ROSALES,M,04-Dec-65,,FORTIN_CHACO,BPEARSON@HOTMAIL.COM
16,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_SOCIOLOGÍA_,2020-11-05,JOHN_MUNOZ,M,28-Aug-53,,CHALLACO,MARTINEZALICIA@YAHOO.COM
17,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_DE_LA_COMPUTACIÓN,2020-09-09,ANDREA_WALKER,F,03-Mar-09,,CALVO,COOKMARGARET@HOTMAIL.COM
18,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,INGENIERÍA_EN_INFORMÁTICA,2020-09-04,PATRICK_CONNER,M,19-Oct-32,,COLONIA_SANTA_TERESA,MICHAEL16@YAHOO.COM
19,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_ANTROPOLÓGICAS,2020-11-18,LARRY_OBRIEN,M,25-Feb-98,,ABRA_DE_PIVES,KATHLEENHERRERA@GMAIL.COM
20,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_BIOLÓGICAS,2020-10-28,DEBRA_HOWARD,F,19-Jun-42,,ISLA_GRANDE,SMITHCHRISTINE@HOTMAIL.COM
21,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_SOCIOLOGÍA_,2020-10-28,MICHAEL_REYES,M,04-May-54,,BAJO_GUAZU,KHILL@HOTMAIL.COM
22,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_PLANIFICACIÓN_Y_DISEÑO_DEL_PAISAJE,2020-11-12,DAVID_HOWARD,M,03-Dec-29,,EL_CHUMBEAU,WENDYSIMPSON@YAHOO.COM
23,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,INGENIERÍA_ELECTRÓNICA,2020-11-22,TIMOTHY_JONES,M,13-Jan-09,,ARROYO_LAS_MINAS,SHAWN63@YAHOO.COM
24,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_SOCIOLOGÍA_,2020-09-16,GARY_RICHARDS,M,08-Mar-10,,EMPALME_FRONTERA,GILBERTANDREW@GMAIL.COM
25,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_SOCIOLOGÍA_,2020-10-18,GREGORY_DANIEL,M,04-Oct-08,,ANTONIO_DE_LOS_HEROS,CSIMPSON@YAHOO.COM
26,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_ADMINISTRACIÓN_,2020-11-26,VANESSA_MACK,F,16-Nov-11,,CABAÑA_EL_CISNE,CWILCOX@HOTMAIL.COM
27,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_DE_LA_EDUCACIÓN_,2020-09-13,CAROL_JOHNSON,F,26-Jul-80,,COSTA_DEL_ESTE,BBROWN@HOTMAIL.COM
28,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_ANTROPOLÓGICAS,2021-01-08,CHRISTOPHER_WILLIAMS,M,17-Apr-04,,COLONIA_EL_SIMBOL,DENISEPOWELL@GMAIL.COM
29,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,BIOQUÍMICA,2020-11-06,RACHEL_HOLLAND,F,28-Mar-68,,GENERAL_GALARZA,RMARTINEZ@HOTMAIL.COM
30,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_AMBIENTALES,2021-01-09,TRACY_ROGERS,F,25-Aug-43,,BELGRANO,EKNIGHT@YAHOO.COM
31,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_RELACIONES_DEL_TRABAJO_,2020-12-05,ARIEL_RICHARDSON,F,15-Nov-79,,ABBOTT,WILLIAM49@GMAIL.COM
32,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,CIENCIAS_VETERINARIAS,2020-12-30,BRENDA_WADE,F,27-Jul-58,,BAJO_DE_LAS_PALOMAS,JENNIFERLIVINGSTON@HOTMAIL.COM
33,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,DISEÑO_DE_IMAGEN_Y_SONIDO,2021-01-07,BRANDON_DAVIS,M,28-Sep-90,,CAIMANCITO,ROBINSONAARON@YAHOO.COM
34,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_DE_LA_COMPUTACIÓN,2021-02-01,BRETT_SANDOVAL,M,20-Sep-09,,ARRAYANAL,FRICHARDSON@HOTMAIL.COM
35,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_DE_LA_COMPUTACIÓN,2020-09-23,NOAH_BRYANT,M,14-Mar-73,,FARO_QUERANDI,WILSONEMILY@GMAIL.COM
36,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,DISEÑO_DE_IMAGEN_Y_SONIDO,2021-01-19,BARBARA_REED,F,23-Dec-62,,BAHIA_BUSTAMANTE,BHILL@GMAIL.COM
37,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_GEOLÓGICAS,2020-12-29,DAMON_RODRIGUEZ,M,23-Feb-09,,CAMPO_CALVO,BRIAN37@GMAIL.COM
38,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_KINESIOLOGÍA_Y_FISIATRÍA,2020-09-03,STEVEN_FISCHER,M,27-Jan-54,,EDUARDO_COSTA,JOHN98@GMAIL.COM
39,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_AMBIENTALES,2020-10-08,EMILY_SMITH,F,04-Feb-97,,GREGORIO_DE_LAFERRERE,DAVID42@HOTMAIL.COM
40,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_DE_LA_EDUCACIÓN_,2020-10-23,SHEILA_ANDREWS,F,15-Mar-19,,ALBIGASTA,RANDERSON@GMAIL.COM
41,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_MUSICOTERAPIA,2020-10-26,MR._MICHAEL_JOHNSON,M,14-Jul-62,,CAÑADA_SECA,GONZALESMOLLY@GMAIL.COM
42,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_ANTROPOLÓGICAS,2020-10-20,MEGHAN_DAY,F,19-Jan-22,,BARRIO_BELGRANO_ORTIZ,EDWARDSPATRICIA@HOTMAIL.COM
43,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_PLANIFICACIÓN_Y_DISEÑO_DEL_PAISAJE,2020-10-19,JENNIFER_SMITH,F,14-Jan-66,,BARRA_BONITA,YMOORE@HOTMAIL.COM
44,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,INGENIERÍA_EN_INFORMÁTICA,2020-10-18,SABRINA_CHAMBERS,F,25-Aug-00,,ARROYO_SECO,ESANCHEZ@HOTMAIL.COM
45,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIA_Y_TECNOLOGÍA_DE_ALIMENTOS,2021-01-10,ANTHONY_GIBSON,M,20-Mar-28,,CERVANTES,ROBINSONJENNIFER@YAHOO.COM
46,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,DISEÑO_INDUSTRIAL,2020-10-26,MARY_OLSEN,F,14-Aug-65,,CAMPO_RODRIGUEZ,TAYLOR55@HOTMAIL.COM
47,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,ARQUITECTURA,2021-01-23,ERIC_HALL,M,11-Dec-06,,ANZOATEGUI,SHELBY66@YAHOO.COM
48,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_PSICOLOGÍA,2020-12-24,WILLIAM_TRAVIS,M,01-Sep-60,,MAGGIOLO,DIANECARRILLO@YAHOO.COM
49,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,INGENIERÍA_ELECTRÓNICA,2020-11-11,TAYLOR_PAYNE,F,06-Jan-32,,AMBERES,ANDERSENDEREK@YAHOO.COM
50,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_PSICOLOGÍA,2020-12-18,LUCAS_THOMAS,M,08-Mar-20,,13_DE_ENERO,MARK72@GMAIL.COM
51,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,DISEÑO_DE_IMAGEN_Y_SONIDO,2020-10-17,DAVID_RICHARD,M,24-Jul-92,,NONOGASTA,KATRINAREYES@YAHOO.COM
52,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_ARTES,2020-10-06,TRACY_LEE,F,17-Jan-95,,CAMPO_LAS_PUERTAS,PENATONI@HOTMAIL.COM
53,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_DE_LA_COMPUTACIÓN,2020-11-18,GINA_MOORE,F,01-Feb-35,,16_DE_JULIO,CLARKKATHERINE@GMAIL.COM
54,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_TERAPIA_OCUPACIONAL,2020-10-08,PAMELA_TRUJILLO,F,13-Aug-62,,CORREA,DANALARSON@HOTMAIL.COM
55,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_DE_LA_EDUCACIÓN_,2020-10-18,BRIAN_WEBSTER,M,20-Aug-82,,4_DE_FEBRERO,JOHN47@HOTMAIL.COM
56,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,AGRONOMÍA,2020-09-04,LAURIE_POWELL,F,28-Jul-86,,VILLA_MANZANO,RODNEY72@GMAIL.COM
57,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,DISEÑO_INDUSTRIAL,2020-11-07,ROBERT_MOSLEY,M,04-Sep-17,,ESTANCIAS,ZMORENO@GMAIL.COM
58,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,TÉCNICO_PARA_BIOTERIOS_,2020-09-07,BRITTNEY_PENNINGTON,F,29-Sep-96,,LOS_CORREDORES,NICHOLAS35@HOTMAIL.COM
59,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_KINESIOLOGÍA_Y_FISIATRÍA,2020-10-13,NATALIE_MONTES,F,26-Jun-59,,LA_RIBERA,CRUZMORGAN@YAHOO.COM
60,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,INGENIERÍA_ELECTRÓNICA,2021-01-01,CHAD_REEVES,M,23-Oct-04,,ARROYO_CASCO,ZRUSH@GMAIL.COM
61,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_BIOLÓGICAS,2021-01-23,JON_MITCHELL,M,11-Feb-63,,ARTEAGA,KARENPERRY@GMAIL.COM
62,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,CIENCIAS_VETERINARIAS,2020-12-11,NATHANIEL_GONZALEZ,M,18-Jun-24,,AVELLANEDA,JACOBBECKER@YAHOO.COM
63,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,ACTUARIO_,2020-09-24,HANNAH_SANDERS,F,06-Dec-94,,COSTA_BRAVA,AMANDA10@YAHOO.COM
64,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,BIOQUÍMICA,2021-01-21,RODNEY_SULLIVAN,M,04-May-37,,SAN_GENARO_NORTE,KATHLEENCARTER@HOTMAIL.COM
65,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,TÉCNICO_PARA_BIOTERIOS_,2020-10-31,TANNER_CAMPBELL,M,27-Jul-75,,LOS_INDIOS,HOFFMANSHERRI@YAHOO.COM
66,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_MUSICOTERAPIA,2021-01-19,HALEY_MILLS,F,11-May-41,,CALERA_ARGENTINA,JENNIFERPIERCE@YAHOO.COM
67,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,CONTADOR_PÚBLICO_,2020-12-27,SHARON_LEON,F,12-Mar-12,,CARAGUATAY,HMILLS@YAHOO.COM
68,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,ARQUITECTURA,2020-11-28,JAMES_COMBS,M,02-Aug-86,,PELLEGRINI,LEACHOLIVIA@GMAIL.COM
69,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_BIOLÓGICAS,2020-11-16,ALICIA_PATTON,F,18-Aug-03,,CAÑETE,VICTORKNIGHT@YAHOO.COM
70,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_SOCIOLOGÍA_,2021-01-26,ANDREA_THOMPSON,F,07-Nov-60,,CABRERIA,SNORRIS@YAHOO.COM
71,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIA_POLÍTICA_,2020-09-30,ARTHUR_COX,M,03-Sep-23,,AGUADA_GRANDE,PATRICIA31@GMAIL.COM
72,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,INGENIERÍA_MECÁNICA,2020-12-31,AMY_FORD,F,02-May-95,,ISLA_TIGRE,BJACKSON@YAHOO.COM
73,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,FARMACIA,2020-10-03,AUSTIN_CONNER,M,14-Jun-99,,ALGARROBO_DEL_AGUILA,BATESSIERRA@HOTMAIL.COM
74,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,DISEÑO_INDUSTRIAL,2020-11-21,SAMUEL_ROBINSON,M,11-Mar-06,,COLONIA_BARGA,SARA99@GMAIL.COM
75,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_KINESIOLOGÍA_Y_FISIATRÍA,2020-11-16,ALLISON_FLORES,F,19-Jul-15,,BERNAL_ESTE,CAROL12@YAHOO.COM
76,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_TERAPIA_OCUPACIONAL,2020-10-11,LINDSEY_COLEMAN,F,05-Nov-28,,CHIMPAY,PHILLIP39@HOTMAIL.COM
77,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_SOCIOLOGÍA_,2020-12-21,EDWARD_WILLIS,M,05-Feb-87,,AGUADA_DE_LAS_TEJAS,MEGANWHITE@YAHOO.COM
78,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_BIOLÓGICAS,2020-09-06,REBECCA_MORALES,F,24-Feb-83,,CAMPO_MEDINA,HDODSON@GMAIL.COM
79,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIA_POLÍTICA_,2021-01-06,DONNA_DURAN,F,30-Mar-17,,PONTAUT,RDUNN@YAHOO.COM
80,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_RELACIONES_DEL_TRABAJO_,2020-09-25,LACEY_BARRERA,F,11-Apr-38,,CARLOS_TEJEDOR,ERIC48@YAHOO.COM
81,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_DE_LA_EDUCACIÓN_,2020-12-25,SEAN_COLE,M,01-Nov-63,,BELLA_ITALIA,DAVIDHERNANDEZ@HOTMAIL.COM
82,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_RELACIONES_DEL_TRABAJO_,2020-10-14,HEIDI_CLARK,F,15-Jul-71,,CARLOS_MARIA_NAON,NBARKER@HOTMAIL.COM
83,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,TÉCNICO_PARA_BIOTERIOS_,2020-10-31,CANDACE_GUERRERO,F,15-Jun-13,,AGUAS_DE_LAS_MULAS,WILLIAMSMELANIE@HOTMAIL.COM
84,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,BIOQUÍMICA,2020-10-26,TRAVIS_PORTER,M,23-Apr-37,,SAN_MARCELO,OSANTOS@HOTMAIL.COM
85,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,TÉCNICO_PARA_BIOTERIOS_,2020-09-02,JORDAN_PERKINS,F,17-Mar-95,,AGUA_SALADA,MARKSOSA@HOTMAIL.COM
86,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIA_POLÍTICA_,2020-12-12,TRACY_CHAN,F,15-Aug-53,,AGUIRRE_CUE,WOODSDAVID@YAHOO.COM
87,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,BIOQUÍMICA,2020-10-04,SHERRI_COX,F,01-May-86,,BANDERALO,GREGORYGREEN@HOTMAIL.COM
88,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,BIOQUÍMICA,2020-09-23,ZACHARY_GLOVER,M,24-Jun-15,,IRAOLA,UGARCIA@GMAIL.COM
89,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,DISEÑO_INDUSTRIAL,2021-01-04,AMBER_HARRIS,F,07-Sep-26,,COLONIA_JOSEFA,GJONES@YAHOO.COM
90,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_PLANIFICACIÓN_Y_DISEÑO_DEL_PAISAJE,2020-12-02,TIFFANY_HARTMAN,F,02-Sep-78,,EL_CARMEN,VPORTER@GMAIL.COM
91,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_DE_LA_EDUCACIÓN_,2020-09-25,MICHAEL_GOMEZ,M,01-Apr-31,,ALTO_EL_PUESTO,JACQUELINE00@YAHOO.COM
92,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_ANTROPOLÓGICAS,2020-11-10,KEVIN_THOMAS,M,04-Jun-17,,AGUA_DEL_SIMBOL,HDICKSON@YAHOO.COM
93,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_ARTES,2020-10-03,ELIZABETH_KELLY,F,12-Feb-91,,EL_DURAZNO,PATRICIA24@GMAIL.COM
94,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,AGRONOMÍA,2020-10-26,JAMES_BERG,M,08-Jan-72,,COLONIA_LOS_TRES_USARIS,DECKERJOSEPH@YAHOO.COM
95,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_SOCIOLOGÍA_,2020-10-28,HOLLY_MILLER,F,29-Oct-39,,COLONIA_LOS_ZAPALLOS,HJONES@YAHOO.COM
96,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_GESTIÓN_DE_AGROALIMENTOS,2020-09-06,ROBERT_ROSE,M,16-Mar-74,,CAMPO_DE_MAYO,KYLEDELEON@HOTMAIL.COM
97,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,CIENCIAS_VETERINARIAS,2021-01-25,HEATHER_BYRD,F,30-Sep-54,,ESTELA,MALLORY31@HOTMAIL.COM
98,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_PSICOLOGÍA,2020-09-19,JACQUELINE_MCKINNEY,F,27-May-49,,COLONIA_TACURALES,NATHAN90@YAHOO.COM
99,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_PRODUCCIÓN_DE_BIOIMAGENES,2021-01-31,JESSICA_JACKSON,F,21-Sep-08,,CAÑADA_DE_GOMEZ,WILLIAM24@GMAIL.COM
100,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,INGENIERÍA_ELECTRÓNICA,2020-09-06,NICOLE_WADE_DDS,F,13-Dec-94,,ADRIAN_MATURANO,VALERIE89@HOTMAIL.COM
101,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,DISEÑO_DE_IMAGEN_Y_SONIDO,2020-11-12,JOANNE_RAMOS,F,25-Feb-80,,BALCARCE,YHERRERA@HOTMAIL.COM
102,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_TERAPIA_OCUPACIONAL,2021-01-01,LESLIE_MITCHELL,F,12-Jun-15,,CAMBA_PASO,VCHAMBERS@HOTMAIL.COM
103,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_BIOLÓGICAS,2020-12-23,SAMUEL_HART,M,09-Mar-87,,VILLA_ELOISA,EVERETTCASSIDY@HOTMAIL.COM
104,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIA_POLÍTICA_,2020-12-16,JOHNNY_MCCLAIN,M,10-Jun-95,,EL_DURAZNO,LEAH91@HOTMAIL.COM
105,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,INGENIERÍA_ELECTRÓNICA,2020-10-19,DEBORAH_JONES_DDS,F,13-Sep-88,,RAWSON,QHO@GMAIL.COM
106,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_GEOLÓGICAS,2020-09-19,SEAN_STEVENSON,M,27-Sep-97,,ALDEA_BRASILERA,EVANPARSONS@HOTMAIL.COM
107,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_ARTES,2020-09-21,JESSICA_OWENS,F,29-Jun-14,,ANZOATEGUI,STEPHANIEADKINS@GMAIL.COM
108,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,DISEÑO_INDUSTRIAL,2020-09-20,ASHLEY_ALLEN,F,11-Jan-44,,COLONIA_DELFINO,JUSTIN19@YAHOO.COM
109,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,INGENIERÍA_ELECTRÓNICA,2021-01-17,SHANNON_HUNT,F,29-Apr-28,,ALTA_ITALIA,BRANDONHOOVER@HOTMAIL.COM
110,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_CIENCIAS_DE_LA_COMPUTACIÓN,2020-10-12,JOHN_RANGEL,M,02-Jul-07,,CAMPO_LA_LIMA,KEVIN70@GMAIL.COM
111,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_MUSICOTERAPIA,2020-11-08,SHEILA_CLARK,F,14-Jan-39,,ALTO_RIO_PICO,WILCOXBRIAN@GMAIL.COM
112,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_MUSICOTERAPIA,2020-12-07,GEORGE_JOHNSTON,M,23-Oct-63,,HURLINGHAM,EMMAMORALES@GMAIL.COM
113,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,FARMACIA,2020-11-10,NATHANIEL_TURNER,M,27-Aug-32,,FARO_SAN_ANTONIO,MARILYNSANTIAGO@YAHOO.COM
114,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,AGRONOMÍA,2020-11-24,RONALD_SCOTT,M,28-Apr-19,,ACEVEDO,BARRROBERT@HOTMAIL.COM
115,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,TÉCNICO_PARA_BIOTERIOS_,2020-10-06,ASHLEY_MUELLER,F,11-Sep-86,,BARRIO_CHAPADMALAL,ROBIN14@GMAIL.COM
116,UNIVERSIDAD_NACIONAL_DE_VILLA_MARÍA,LICENCIATURA_EN_ADMINISTRACIÓN_,2021-01-14,DERRICK_DIAZ,M,18-Nov-35,,ARROYO_CARABALLO,SHANNON82@YAHOO.COM
