,university,career,inscription_date,first_name,last_name,gender,birth_dates,age,location,postal_code,email
40,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-BIOLÓGICAS,2021-01-11,,JENNIFER-PETERS,F,29-02-1980,,EL-ABANICO,,HHERNANDEZ@YAHOO.COM
41,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIA-POLÍTICA-,2020-09-20,,JAMIE-WILSON,F,16-03-1985,,ACEILAN,,MURPHYCALEB@GMAIL.COM
42,UNIVERSIDAD-DEL-CINE,DISEÑO-INDUSTRIAL,2020-11-29,,KEVIN-MILLER,M,01-04-1950,,ALTO-VERDE,,SHORTMICHAEL@HOTMAIL.COM
43,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-DE-LA-COMPUTACIÓN,2020-09-05,,ISAAC-ARMSTRONG,M,10-10-1998,,AEROPUERTO-EZEIZA,,STEPHANIEWARD@GMAIL.COM
44,UNIVERSIDAD-DEL-CINE,INGENIERÍA-ELECTRÓNICA,2021-01-19,,REBECCA-BARNETT,F,29-04-1991,,COLONIA-EGIDO,,KIDDALEXIS@YAHOO.COM
45,UNIVERSIDAD-DEL-CINE,INGENIERÍA-ELECTRÓNICA,2021-02-15,,BONNIE-CRUZ,F,30-05-2013,,COLONIA-CENTENARIO,,JUANMULLINS@YAHOO.COM
46,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-TERAPIA-OCUPACIONAL,2020-10-23,,SHELBY-MILLER,F,24-08-1965,,BAJO-DE-LOS-HUESOS,,DBURNS@YAHOO.COM
47,UNIVERSIDAD-DEL-CINE,INGENIERÍA-EN-INFORMÁTICA,2020-12-15,,ROBERT-JOHNSON,M,01-09-1979,,EL-TREBOL,,STANLEY08@GMAIL.COM
48,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-DE-LA-EDUCACIÓN-,2020-11-22,,PHILIP-MELTON,M,24-08-1934,,AGUSTONI,,BFOLEY@YAHOO.COM
49,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PLANIFICACIÓN-Y-DISEÑO-DEL-PAISAJE,2020-11-11,,MIKE-FOWLER,M,07-08-1938,,ARROYO-SECO,,STACYSANTOS@YAHOO.COM
50,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-KINESIOLOGÍA-Y-FISIATRÍA,2020-12-04,,TAMMY-COLE,F,18-03-1957,,CASTELAR,,KIMBENJAMIN@GMAIL.COM
51,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-ARTES,2020-12-04,,JOSEPH-FISHER,M,17-03-1941,,DOMSELAAR,,JEREMYRODRIGUEZ@HOTMAIL.COM
52,UNIVERSIDAD-DEL-CINE,MEDICINA,2020-12-20,,BRIAN-HARRIS,M,01-01-2013,,BUENA-VISTA,,PAULBAILEY@GMAIL.COM
53,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-ANTROPOLÓGICAS,2020-12-27,,ALEXANDER-SHEPARD,M,29-03-1981,,9-DE-JULIO-KILOMETRO-20,,CHRISTOPHERSMITH@YAHOO.COM
54,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-ADMINISTRACIÓN-,2020-11-24,,AUTUMN-SMITH,F,17-04-1941,,LOS-LAURELES,,KARAMCDOWELL@GMAIL.COM
55,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PSICOLOGÍA,2020-12-12,,CRAIG-BAKER,M,17-06-1939,,ANTONIO-CARBONI,,VHARVEY@GMAIL.COM
56,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-ARTES,2021-01-20,,LESLIE-DIAZ,M,02-08-2018,,PUNTA-LARA,,KATHLEENGREEN@HOTMAIL.COM
57,UNIVERSIDAD-DEL-CINE,AGRONOMÍA,2020-11-20,,KRISTIN-RUIZ,F,27-11-1908,,COLONIA-REINA-MARGARITA,,LMARTINEZ@YAHOO.COM
58,UNIVERSIDAD-DEL-CINE,CIENCIAS-VETERINARIAS,2021-02-16,,MARK-MUNOZ,M,01-11-1916,,BACACAY,,KATHERINECHANG@YAHOO.COM
59,UNIVERSIDAD-DEL-CINE,ARQUITECTURA,2021-02-18,,BRADLEY-WILLIAMS,M,27-12-1959,,ALCORTA,,DEBORAHMOORE@HOTMAIL.COM
60,UNIVERSIDAD-DEL-CINE,AGRONOMÍA,2021-02-01,,MICHAEL-JONES,M,24-11-1950,,ASUNCION-MARIA,,UJACKSON@YAHOO.COM
61,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-MUSICOTERAPIA,2021-01-10,,JORGE-ROSE,M,15-12-1993,,COLHUE-HUAPI,,JOSEPHWHITE@YAHOO.COM
62,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIA-POLÍTICA-,2020-11-23,,TRACEY-BOWERS,F,19-10-1954,,PALANTELEN,,DUNLAPKATRINA@GMAIL.COM
63,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-TERAPIA-OCUPACIONAL,2020-12-06,,NATHAN-TAYLOR,M,20-03-1925,,ALMIRANTE-BROWN,,MADELINECHEN@HOTMAIL.COM
64,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-GESTIÓN-DE-AGROALIMENTOS,2020-12-28,,JEFFREY-CASTANEDA,M,27-01-1908,,ACHICO,,ANGELACORTEZ@HOTMAIL.COM
65,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-DE-LA-COMPUTACIÓN,2021-02-02,,TRICIA-GOMEZ,F,12-04-1909,,AGUA-COLORADA,,KATHLEEN47@YAHOO.COM
66,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PLANIFICACIÓN-Y-DISEÑO-DEL-PAISAJE,2020-09-04,,AUSTIN-SHAW,M,20-05-2019,,ARROYO-PESCADO,,XPITTMAN@GMAIL.COM
67,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-ADMINISTRACIÓN-,2021-01-31,,DR.-MARK-RIVERA-MD,M,16-08-1991,,ALTO-LOS-CARDALES,,HOLLANDKELSEY@YAHOO.COM
68,UNIVERSIDAD-DEL-CINE,CIENCIAS-VETERINARIAS,2021-02-18,,RUSSELL-DAVIS,M,21-02-1987,,ADRIAN-MATURANO,,OCHAMBERS@GMAIL.COM
69,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-AMBIENTALES,2020-09-13,,MONICA-CAMPOS,F,23-06-1926,,CARLOS-SALAS,,KARA78@HOTMAIL.COM
70,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIA-POLÍTICA-,2020-11-26,,CHAD-DUDLEY,M,26-12-1965,,LA-COLINA,,MSMITH@YAHOO.COM
71,UNIVERSIDAD-DEL-CINE,AGRONOMÍA,2020-09-02,,TODD-GONZALEZ,M,16-12-1976,,COLONIA-JAUREGUI,,GRIFFINGARY@YAHOO.COM
72,UNIVERSIDAD-DEL-CINE,TÉCNICO-PARA-BIOTERIOS-,2021-02-12,,BRANDI-NICHOLS,F,26-01-1911,,COLONIA-LA-BLANQUITA,,GEORGEELLIOTT@HOTMAIL.COM
73,UNIVERSIDAD-DEL-CINE,DISEÑO-INDUSTRIAL,2021-02-15,,ZACHARY-GARCIA,M,22-08-1959,,ABRALAITE,,SUSANROBINSON@HOTMAIL.COM
74,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-BIOLÓGICAS,2021-01-24,,SAMANTHA-HANSON,F,04-07-1948,,ARROYO-GRANDE,,MICHAEL83@YAHOO.COM
75,UNIVERSIDAD-DEL-CINE,BIOQUÍMICA,2020-09-27,,SCOTT-WILLIAMS,M,13-10-1979,,DEL-VISO,,CGARCIA@YAHOO.COM
76,UNIVERSIDAD-DEL-CINE,CIENCIAS-VETERINARIAS,2021-02-01,,ANN-PAGE,F,15-02-1942,,COLONIA-ROCA,,WHENDERSON@GMAIL.COM
77,UNIVERSIDAD-DEL-CINE,CIENCIAS-VETERINARIAS,2021-01-17,,JAMES-CASTILLO,M,28-10-2008,,SAN-ISIDRO,,CINDY70@YAHOO.COM
78,UNIVERSIDAD-DEL-CINE,CONTADOR-PÚBLICO-,2021-01-21,,JACOB-SANCHEZ,M,29-02-1984,,ALMACEN-PIATTI,,KINGSARAH@HOTMAIL.COM
79,UNIVERSIDAD-DEL-CINE,INGENIERÍA-MECÁNICA,2021-01-23,,RYAN-WILLIAMS,M,20-07-1921,,BARRIO-BELGRANO-ORTIZ,,SHANELONG@HOTMAIL.COM
80,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-DE-LA-EDUCACIÓN-,2021-01-17,,APRIL-MILLER,F,20-12-1974,,INDACOCHEA,,WSNOW@HOTMAIL.COM
81,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-RELACIONES-DEL-TRABAJO-,2020-09-10,,ROGER-COOPER,M,09-04-1965,,LA-CHIRLANDIA,,JIMMY47@YAHOO.COM
82,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-BIOLÓGICAS,2021-01-12,,SETH-HART,M,03-11-1990,,COLONIA-NUEVA-MONTEVIDEO,,URICH@HOTMAIL.COM
83,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIA-POLÍTICA-,2020-10-17,,ERIC-GARRETT,M,08-08-2019,,ALVAREZ,,JAMESGONZALEZ@HOTMAIL.COM
84,UNIVERSIDAD-DEL-CINE,TÉCNICO-PARA-BIOTERIOS-,2021-01-17,,CAROL-OLSON,F,15-01-1972,,EL-JAGUEL,,IWHITEHEAD@YAHOO.COM
85,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PRODUCCIÓN-DE-BIOIMAGENES,2020-09-16,,ABIGAIL-RAMIREZ,F,07-12-1985,,ALTO-DE-LAS-ARAÑAS,,GEORGEFRANCO@HOTMAIL.COM
86,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-MUSICOTERAPIA,2021-01-26,,BIANCA-SMITH,F,04-09-1914,,ANGELONI,,JULIE12@GMAIL.COM
87,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-BIOLÓGICAS,2020-12-08,,MR.-SCOTT-BENDER,M,01-12-1964,,IGARZABAL,,DROGERS@GMAIL.COM
88,UNIVERSIDAD-DEL-CINE,BIOQUÍMICA,2021-01-16,,HANNAH-PARKER,F,06-10-2010,,FARO-SAN-ANTONIO,,CHRISTOPHERSUMMERS@GMAIL.COM
89,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-MUSICOTERAPIA,2020-10-01,,ELLEN-HAYNES,F,11-12-1986,,COLONIA-ABATE,,MELTONASHLEY@YAHOO.COM
90,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-KINESIOLOGÍA-Y-FISIATRÍA,2021-01-28,,JAMES-BAKER-MD,M,29-12-1929,,PUESTO-DE-ISLA,,QMCDONALD@GMAIL.COM
91,UNIVERSIDAD-DEL-CINE,BIOQUÍMICA,2021-01-15,,DOUGLAS-CASEY,M,12-09-1993,,BALCARCE,,ZJOHNSON@YAHOO.COM
92,UNIVERSIDAD-DEL-CINE,BIOQUÍMICA,2020-09-27,,SHELBY-SMITH,F,16-05-1993,,COLONIA-MONTE-LA-PLATA,,NZIMMERMAN@HOTMAIL.COM
93,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-KINESIOLOGÍA-Y-FISIATRÍA,2021-02-05,,COLLEEN-SMITH,F,20-05-1911,,CAPITAN-CASTRO,,BRANDIREYNOLDS@HOTMAIL.COM
94,UNIVERSIDAD-DEL-CINE,MEDICINA,2020-10-25,,ADRIAN-MILLER,M,06-11-2019,,ACHICO,,MATTHEW24@YAHOO.COM
95,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-RELACIONES-DEL-TRABAJO-,2020-09-03,,MICHAEL-MILLER,M,02-05-1924,,ALTAMIRANO,,CRYSTAL22@HOTMAIL.COM
96,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-SOCIOLOGÍA-,2020-10-14,,CATHY-CARR,F,06-01-1955,,ALCORTA,,SARAH64@YAHOO.COM
97,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PSICOLOGÍA,2021-01-25,,GINA-FLEMING,F,04-04-1963,,AGUSTONI,,MCGEEKRISTIN@GMAIL.COM
98,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PLANIFICACIÓN-Y-DISEÑO-DEL-PAISAJE,2020-11-16,,KYLE-JENKINS,M,24-12-1934,,EL-DURAZNO,,VSOTO@HOTMAIL.COM
99,UNIVERSIDAD-DEL-CINE,INGENIERÍA-EN-INFORMÁTICA,2020-11-11,,TIFFANY-HOLLAND,F,05-09-1948,,AMANA,,RICEMARY@YAHOO.COM
100,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-TERAPIA-OCUPACIONAL,2020-12-01,,STEPHEN-RODRIGUEZ,M,15-01-2008,,MAORI,,ANTONIOJONES@YAHOO.COM
101,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-ARTES,2020-12-02,,ELIZABETH-EDWARDS,F,13-03-1979,,AGUIRRE-CUE,,DAVIDSONROBERT@GMAIL.COM
102,UNIVERSIDAD-DEL-CINE,AGRONOMÍA,2020-11-25,,TRAVIS-DUDLEY,M,14-03-2010,,GOBERNADOR-CRESPO,,JUSTIN60@HOTMAIL.COM
103,UNIVERSIDAD-DEL-CINE,TÉCNICO-PARA-BIOTERIOS-,2020-09-07,,SHANNON-BRADLEY,F,12-12-1921,,NORDELTA,,JENNIFERGARCIA@YAHOO.COM
104,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PLANIFICACIÓN-Y-DISEÑO-DEL-PAISAJE,2020-10-19,,JOHNATHAN-MORROW,M,19-01-1918,,ANTA,,SHAFFERLISA@GMAIL.COM
105,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-GEOLÓGICAS,2021-01-05,,MICHAEL-CROSS,M,10-01-1964,,MAIPU,,JOSEPHFLEMING@YAHOO.COM
106,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIA-POLÍTICA-,2020-12-01,,STEVEN-BAKER,M,06-03-1943,,CAÑADON-LEON,,JGALLOWAY@GMAIL.COM
107,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-GEOLÓGICAS,2020-09-15,,CARLOS-FORD,M,23-11-1991,,CRISPI,,GRACECORTEZ@GMAIL.COM
108,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-RELACIONES-DEL-TRABAJO-,2020-09-02,,EVAN-JOHNSON,M,06-09-1998,,LA-CALIFORNIA,,DANIEL39@GMAIL.COM
109,UNIVERSIDAD-DEL-CINE,INGENIERÍA-MECÁNICA,2020-11-08,,STEPHEN-CARRILLO,M,18-09-1960,,ACASAPE,,JACK34@YAHOO.COM
110,UNIVERSIDAD-DEL-CINE,INGENIERÍA-MECÁNICA,2020-09-20,,SCOTT-DIAZ,M,04-12-1969,,20-DE-SEPTIEMBRE,,KELLYKEVIN@HOTMAIL.COM
111,UNIVERSIDAD-DEL-CINE,DISEÑO-DE-IMAGEN-Y-SONIDO,2021-02-11,,JOSHUA-HERNANDEZ,M,11-05-1998,,BUENA-ESPERANZA,,EWILEY@HOTMAIL.COM
112,UNIVERSIDAD-DEL-CINE,AGRONOMÍA,2021-02-13,,JANET-MILLER,F,24-05-1945,,COLONIA-CORONEL-DORREGO,,MICHAELDAVIS@HOTMAIL.COM
113,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-SOCIOLOGÍA-,2020-10-22,,SCOTT-HILL,M,17-05-1919,,HUASA-PAMPA-NORTE,,BROWNALEXANDRA@GMAIL.COM
114,UNIVERSIDAD-DEL-CINE,INGENIERÍA-ELECTRÓNICA,2020-11-17,,VICKIE-HOPKINS,F,11-01-1935,,CAMPO-YAGUARETE,,ERIKLOPEZ@HOTMAIL.COM
115,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-DE-LA-EDUCACIÓN-,2021-01-24,,DAWN-JACKSON,F,18-04-1947,,CAÑADON-CHILENO,,VARGASBONNIE@YAHOO.COM
116,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-DE-LA-EDUCACIÓN-,2021-01-31,,AMY-MOORE,F,25-05-1961,,ALFALAD,,RYAN95@HOTMAIL.COM
117,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-MUSICOTERAPIA,2020-10-24,,SUSAN-HOWELL,F,21-05-1978,,AGRIO-BALSA,,CHARLESRUSH@GMAIL.COM
118,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-GEOLÓGICAS,2020-10-02,,BILLY-WILLIAMS,M,16-12-2005,,COLONIA-ESCRIBANO,,FTATE@YAHOO.COM
119,UNIVERSIDAD-DEL-CINE,CONTADOR-PÚBLICO-,2020-12-09,,KELLY-BLAKE,F,10-09-1948,,BARRIO-EMIR-RAMON-JUAREZ,,RKENNEDY@YAHOO.COM
120,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-SOCIOLOGÍA-,2020-11-21,,ASHLEE-SLOAN,F,03-11-2002,,CAMPO-DE-LOS-TOROS,,TAYLORLEONARD@YAHOO.COM
121,UNIVERSIDAD-DEL-CINE,INGENIERÍA-EN-INFORMÁTICA,2020-10-28,,DAVID-YOUNG,M,12-09-1949,,GANDOLFI,,PADILLADEBRA@HOTMAIL.COM
122,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-ANTROPOLÓGICAS,2020-11-17,,ANN-TAYLOR,F,02-09-1949,,LA-VITICOLA,,MOOREASHLEY@GMAIL.COM
123,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-BIOLÓGICAS,2021-01-04,,TAMARA-HUANG,F,31-10-1991,,HUANGUELEN,,SANCHEZJESSICA@GMAIL.COM
124,UNIVERSIDAD-DEL-CINE,ACTUARIO-,2020-10-31,,KIMBERLY-DOYLE,F,19-11-1971,,ASUNCION-MARIA,,PARSONSTHOMAS@GMAIL.COM
125,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-SOCIOLOGÍA-,2020-10-26,,MARY-MILLER,F,15-05-1971,,HITO-45,,CASSANDRAHARRIS@GMAIL.COM
126,UNIVERSIDAD-DEL-CINE,MEDICINA,2020-09-19,,DUSTIN-DAVIS,M,14-09-1927,,COMANDANTE-GIRIBONE,,MARISSANUNEZ@HOTMAIL.COM
127,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-KINESIOLOGÍA-Y-FISIATRÍA,2020-09-26,,JAMES-HESS,M,25-01-2004,,IGARZABAL,,MATTHEWCONTRERAS@GMAIL.COM
128,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PRODUCCIÓN-DE-BIOIMAGENES,2021-01-20,,MICHAEL-FRYE,M,09-11-1962,,COLONIA-BERTOZZI,,MICHAELWHITE@YAHOO.COM
129,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-CIENCIAS-BIOLÓGICAS,2020-12-12,,JONATHAN-CASTILLO,M,25-05-1918,,COLONIA-CAMPO-PIAGGIO,,PHOLT@GMAIL.COM
130,UNIVERSIDAD-DEL-CINE,LICENCIATURA-EN-PRODUCCIÓN-DE-BIOIMAGENES,2021-01-23,,KRISTI-OCONNOR,F,10-02-2015,,BELLA-VISTA,,YOUNGCYNTHIA@GMAIL.COM
